,x
TCGA-DD-AACV-01A-11R-A41C-07,1.05606537886
TCGA-CC-A8HS-01A-11R-A36F-07,10.1074662945
TCGA-CC-A123-01A-11R-A131-07,6.36123333276
TCGA-DD-A3A9-01A-11R-A266-07,5.63556228244
TCGA-DD-A4ND-01A-11R-A266-07,8.39117957709
TCGA-ZP-A9CV-01A-11R-A38B-07,9.64760875068
TCGA-ED-A7XO-01A-11R-A352-07,5.66149218617
TCGA-ZP-A9D2-01A-11R-A38B-07,8.69103353496
TCGA-2Y-A9GZ-01A-11R-A39D-07,5.0783708977
TCGA-DD-A11A-01A-11R-A131-07,3.32975201398
TCGA-LG-A9QC-01A-11R-A37K-07,9.3999448414
TCGA-DD-A4NV-01A-11R-A311-07,6.40423302078
TCGA-CC-A7IG-01A-11R-A33J-07,2.11817659524
TCGA-DD-AADR-01A-11R-A41C-07,7.29150170427
TCGA-BC-A110-01A-11R-A131-07,4.96031692656
TCGA-DD-A118-01A-11R-A131-07,6.69994188705
TCGA-UB-A7ME-01A-11R-A33J-07,8.49330775971
TCGA-DD-A4NI-01A-11R-A27V-07,3.51838301478
TCGA-G3-A3CI-01A-11R-A213-07,4.45467006298
TCGA-DD-AACY-01A-11R-A41C-07,7.78316727434
TCGA-2Y-A9H5-01A-11R-A38B-07,10.8805228662
TCGA-ZS-A9CF-01A-11R-A38B-07,3.76282903088
TCGA-RC-A6M6-01A-11R-A32O-07,0.767632509757
TCGA-XR-A8TC-01A-11R-A36F-07,6.81290759178
TCGA-RC-A7SF-01A-11R-A352-07,3.98110698929
TCGA-CC-A7IJ-01A-11R-A33R-07,33.9385204854
TCGA-DD-A1EL-01A-11R-A155-07,7.77275508658
TCGA-BC-A10Z-01A-11R-A131-07,3.76641685988
TCGA-BC-4073-01B-02R-A131-07,6.27785612237
TCGA-G3-A5SM-01A-12R-A28V-07,2.96357736392
TCGA-DD-AAVQ-01A-11R-A41C-07,11.6366580511
TCGA-CC-5259-01A-31R-A213-07,0.992233422325
TCGA-DD-AAE4-01A-11R-A41C-07,5.78334888736
TCGA-DD-AACL-01A-11R-A41C-07,9.19156185159
TCGA-DD-AADW-01A-11R-A39D-07,12.6473457692
TCGA-DD-A39Y-01A-11R-A213-07,5.44867273927
TCGA-ED-A7PZ-01A-11R-A33R-07,0.917128363296
TCGA-DD-AAD6-01A-11R-A41C-07,5.39061530468
TCGA-RC-A6M4-01A-11R-A32O-07,3.84482933202
TCGA-KR-A7K0-01A-12R-A33R-07,5.3974266625
TCGA-DD-A73D-01A-12R-A32O-07,5.75958387628
TCGA-DD-AADU-01A-11R-A41C-07,3.55674198975
TCGA-G3-A3CJ-01A-11R-A213-07,4.17759469802
TCGA-DD-A1EI-01A-11R-A131-07,3.61610468285
TCGA-DD-A4NS-01A-11R-A311-07,11.0920369323
TCGA-ED-A7PX-01A-51R-A352-07,15.6056904879
TCGA-BD-A3ER-01A-11R-A213-07,11.0379349259
TCGA-2Y-A9H0-01A-11R-A38B-07,5.61757922029
TCGA-DD-AACP-01A-11R-A41C-07,18.1446725207
TCGA-2Y-A9GS-01A-12R-A38B-07,12.8544699854
TCGA-5R-AA1C-01A-11R-A41C-07,10.2315681499
TCGA-DD-AACE-01A-11R-A41C-07,0.930132127339
TCGA-WX-AA44-01A-11R-A39D-07,4.39888566859
TCGA-ED-A7XP-01A-11R-A352-07,6.6971826955
TCGA-DD-A1EC-01A-21R-A131-07,6.89929171711
TCGA-DD-AAVV-01A-11R-A41C-07,6.57828674094
TCGA-2Y-A9H8-01A-11R-A39D-07,12.5470411095
TCGA-RC-A7SH-01A-11R-A38B-07,11.6814502893
TCGA-ZS-A9CE-01A-11R-A37K-07,2.95302905786
TCGA-BC-A10U-01A-11R-A131-07,7.8370201615
TCGA-ZP-A9CZ-01A-11R-A38B-07,9.69397739166
TCGA-DD-AAW2-01A-11R-A41C-07,9.25514031409
TCGA-G3-A25X-01A-11R-A16W-07,2.42758948775
TCGA-DD-AADA-01A-11R-A41C-07,6.5157736912
TCGA-DD-AACD-01A-11R-A41C-07,10.5762104209
TCGA-G3-AAV3-01A-11R-A37K-07,11.3431966009
TCGA-G3-A3CH-01A-11R-A22L-07,5.30086596638
TCGA-G3-A3CK-01A-11R-A213-07,7.06357376234
TCGA-5C-A9VG-01A-11R-A37K-07,14.5608355162
TCGA-G3-A7M8-01A-11R-A33R-07,6.4919319231
TCGA-DD-A4NR-01A-11R-A311-07,12.025907382
TCGA-FV-A4ZP-01A-12R-A266-07,9.57825052461
TCGA-UB-AA0V-01A-11R-A38B-07,7.37369117512
TCGA-DD-A116-01A-11R-A131-07,6.69346614524
TCGA-DD-A1EH-01A-11R-A131-07,11.9371783249
TCGA-CC-A9FS-01A-11R-A37K-07,7.62482376735
TCGA-DD-A1EK-01A-11R-A213-07,2.32353283409
TCGA-CC-A3MA-01A-11R-A213-07,21.4214656018
TCGA-DD-A4NH-01A-11R-A27V-07,6.2744186006
TCGA-PD-A5DF-01A-11R-A27V-07,6.56953828665
TCGA-UB-A7MD-01A-12R-A352-07,3.90601771497
TCGA-BC-A69I-01A-11R-A311-07,6.13228504745
TCGA-FV-A2QR-01A-11R-A213-07,4.58691735419
TCGA-DD-AACC-01A-11R-A41C-07,7.32515142476
TCGA-WX-AA47-01A-11R-A39D-07,7.78103643244
TCGA-MI-A75I-01A-11R-A32O-07,3.68224396429
TCGA-ED-A8O6-01A-11R-A36F-07,0.858944271193
TCGA-CC-A1HT-01A-11R-A131-07,19.858813367
TCGA-HP-A5MZ-01A-21R-A27V-07,7.49688171242
TCGA-DD-A113-01A-11R-A131-07,12.9484262599
TCGA-DD-A3A8-01A-11R-A22L-07,4.3609997289
TCGA-DD-AADP-01A-11R-A39D-07,10.1994819391
TCGA-DD-A73G-01A-22R-A32O-07,8.53903170132
TCGA-G3-A7M7-01A-12R-A352-07,8.10227935758
TCGA-CC-A5UE-01A-11R-A28V-07,10.326392491
TCGA-DD-AACX-01A-11R-A41C-07,5.12467489113
TCGA-DD-AADD-01A-11R-A41C-07,7.44676143693
TCGA-DD-A73F-01A-11R-A32O-07,4.21620300764
TCGA-CC-A9FW-01A-11R-A37K-07,15.0897450155
TCGA-BC-A10R-01A-11R-A131-07,2.2783691594
TCGA-ES-A2HT-01A-12R-A180-07,3.36029341979
TCGA-DD-A3A4-01A-11R-A22L-07,4.36367513432
TCGA-WX-AA46-01A-11R-A39D-07,4.83731629211
TCGA-DD-A1EE-01A-11R-A131-07,15.8167149723
TCGA-FV-A4ZQ-01A-11R-A266-07,21.6912646821
