gene,logFC,logCPM,P.Value,adj.P.Val
Eif3m,0.284956455,5.410439385,0.00842559,0.208684778
Zfp58,0.285014333,1.285177096,0.261233969,0.960588487
Uimc1,0.285022303,3.467673987,0.054167768,0.552959763
Megf6,0.285041331,2.692990662,0.104634098,0.706383967
Snrnp25,0.285292825,3.173399216,0.101535258,0.698985767
3110083C13Rik,0.28544539,-1.230644097,0.678194764,1
Myl9,0.28548403,3.60163964,0.185120534,0.864771558
Gmpr,0.285490571,5.493568446,0.006768672,0.184932385
Dyrk4,0.285755238,-1.489094948,0.720171467,1
Jmjd7,0.285827263,-1.23078659,0.670270707,1
Chmp2a,0.285906664,5.547172941,0.007786454,0.199761812
9230116N13Rik,0.286080027,-1.804284532,0.790960764,1
Zfp958,0.286240977,2.523699522,0.141084512,0.788786779
C4a,0.28629432,0.628382605,0.359916954,1
Ccdc17,0.286295385,1.26998285,0.229936852,0.932920532
Hmgb3,0.286316417,3.140012966,0.094856921,0.681664209
Cav3,0.286324808,-1.489016632,0.708878371,1
Usp40,0.286408451,4.083782155,0.030844514,0.417497603
Npy5r,0.286419253,2.664661861,0.110926425,0.723564175
Bola2,0.286428892,4.374670214,0.033002409,0.432095037
Gm11840,1.88706546,-3.596324883,1,1
Tmem128,0.286575992,3.807487424,0.04362854,0.495947309
Gm6444,0.286667822,0.097809035,0.507698449,1
Gm9800,0.286668083,2.037244532,0.155606183,0.809966628
A230050P20Rik,0.286755578,5.688998597,0.005872014,0.169138847
Prdm8,0.286930381,6.167637214,0.005771918,0.167066653
1810007C17Rik,0.287202049,-2.209321845,0.894040591,1
Pld6,0.287202883,-0.788208218,0.630084258,1
RP24-496C8.2,0.287224373,-0.820728668,0.593470808,1
Gm4926,0.287276461,-1.229874766,0.67641559,1
Parvg,0.287409414,3.917202421,0.035712222,0.451084302
Fam132a,0.287437315,3.250204957,0.088825486,0.667170692
Prdm9,0.287519042,0.879987653,0.303853541,0.984395784
4833445I07Rik,0.287587352,1.854495328,0.183439164,0.86169021
Smpdl3b,0.287619395,1.407094108,0.247503089,0.950943077
Cdsn,0.287817219,-0.501893067,0.508347047,1
Fam50a,0.287853531,3.787359456,0.034090412,0.440827079
A830010M20Rik,0.287858712,2.285752278,0.133119184,0.774632398
Vsig10l,0.288150147,1.719986622,0.229446476,0.932725969
Yod1,0.288235524,4.181899382,0.03561772,0.450916225
Zwilch,0.288247989,0.921748552,0.352992544,1
Haus1,0.288489635,1.931793521,0.187004505,0.868522619
Pnpla3,0.288523712,3.17351326,0.067275448,0.602975866
Gm14004,0.288631906,1.253807396,0.270638421,0.970490908
Supt4a,0.289173403,4.698315841,0.014426028,0.28301102
Gm43598,0.289248863,-0.019306257,0.413300497,1
Psma7,0.28930708,5.819683608,0.002573343,0.100496967
Apoc1,0.289331169,-0.365792091,0.524118576,1
1700096K18Rik,0.28943152,1.769580678,0.242450033,0.944579822
Olfr1372-ps1,0.289486056,-0.241688985,0.477873156,1
Iqgap2,0.289587812,6.522508343,0.029457339,0.409217717
Fance,0.289645136,4.004855469,0.034959661,0.44739162
Rnasek,0.289647964,-0.364250542,0.501371713,1
Tbc1d4,0.289674201,3.495224134,0.046671029,0.511827766
Gbp6,0.289955117,0.209052948,0.486167298,1
Helb,0.290004052,2.571345082,0.108358245,0.715900835
Gm340,0.290233769,1.823751682,0.241973043,0.944579822
Bvht,0.29026698,0.08061655,0.430233295,1
Clasrp,0.290405586,5.810532948,0.004302644,0.139260379
Hmgn5,0.290609303,3.096721903,0.087999955,0.665140766
C1d,0.290644818,4.355399939,0.025766762,0.384657727
Gm26664,0.290788317,-0.854509282,0.59430575,1
Lgals3,0.290979398,1.788138766,0.302231378,0.982492329
Gm4070,0.291008549,-1.048940107,0.638816438,1
Trmu,0.291053163,3.067101424,0.072154323,0.61945495
Nle1,0.291125052,3.1319299,0.064785141,0.596163467
Gm15427,0.291217195,2.537317481,0.116381752,0.730124673
Cdc45,0.291441572,0.802211567,0.344993422,1
Arhgef3,0.291537171,6.363766097,0.003476793,0.122747465
Rev1,0.29155682,4.164509913,0.027948446,0.400334091
Tmem37,0.291637385,0.403751155,0.349611982,1
Gm44684,0.291684814,-0.681631529,0.645835204,1
Cox17,0.291783195,3.237872433,0.064973995,0.59677727
Apobec1,0.291828629,1.70970495,0.225402286,0.924663632
Timm8a1,0.291883875,1.439575886,0.236672619,0.940963056
Thrsp,0.291917385,4.774508249,0.01257798,0.262251023
Gm15901,1.88706546,-3.596324883,1,1
2810029C07Rik,0.292273155,2.766517499,0.120948031,0.742273314
Slc22a4,0.29254384,2.889791947,0.084508894,0.654060877
Muc6,0.292712327,-0.852502342,0.622549783,1
Spns2,0.292712514,6.461671926,0.012217565,0.257744261
Esyt3,0.292739922,2.02608245,0.175062751,0.847476313
Chfr,0.292975869,4.821271597,0.010329923,0.233968748
Vwa5b2,0.293142263,5.248487102,0.011414197,0.248149502
Mrpl54,0.293303578,3.974342465,0.039860303,0.470714723
Clcf1,0.293360349,0.536530164,0.329089929,1
Mtfr2,0.293489822,-1.049432097,0.628896689,1
Lifr,0.293577631,5.667635457,0.010212896,0.23263182
Gale,0.293644648,3.468796127,0.051977369,0.541248654
Rpl5,0.293775004,6.945327479,0.001889651,0.081771572
Hnrnpdl,0.293784287,7.361785684,0.001829313,0.080312759
Rars2,0.293846689,3.830183467,0.031531197,0.42155166
Podn,0.29403523,1.836433429,0.18303843,0.861096794
Selenov,0.294134742,-0.527628599,0.490414806,1
Axdnd1,0.294181092,-1.274973329,0.698280513,1
Rps24-ps3,0.294187756,-0.526996408,0.498436599,1
Gm26617,0.294238429,1.393473897,0.237872367,0.942389672
Parp12,0.294301387,4.097295742,0.028065728,0.400334091
1810020O05Rik,0.294550176,0.138834125,0.363689933,1
Rps23,0.294661968,7.219103356,0.008644281,0.211788772
Prx,0.294718122,1.105971952,0.29357448,0.982492329
0610009E02Rik,0.294761011,-1.274612902,0.658088478,1
Gm11560,0.294797118,-1.541600426,0.710063728,1
Ints2,0.294842082,4.484280772,0.017164893,0.30874759
Dbf4,0.294914808,0.605662331,0.339350389,1
Zfand2b,0.295015263,3.969928277,0.040216357,0.473891445
Cxcl16,0.295060927,1.642387778,0.317329629,0.994028961
Sugp1,0.295091231,5.597857605,0.003096458,0.114059997
Cks1b,0.295135501,0.83702869,0.344359431,1
Lbx2,0.295273413,-1.542725916,0.710534199,1
Gm12191,0.295418126,0.044311057,0.374266812,1
Fam83h,0.295526035,1.506357611,0.220824353,0.918246089
Plekhn1,0.295605526,5.322799588,0.003910687,0.131049775
Gm6423,1.88706546,-3.596324883,1,1
4631405J19Rik,0.295732243,-1.541852431,0.698821124,1
Zfp951,0.295762635,1.132933834,0.307715928,0.989322773
Wbscr27,0.295764809,3.092252561,0.081244032,0.644901695
Car12,-0.310984179,6.172645328,0.105824769,0.70946574
Gm13292,0.295952345,0.228712338,0.369013116,1
Pkd1,0.296010517,7.134738536,0.00238751,0.095774509
Gm9385,0.296011216,2.290460641,0.150416631,0.800457586
Catsperd,0.296125043,-0.413572212,0.532299562,1
Slc16a10,0.296294755,2.113499535,0.150579267,0.80085339
Cmya5,0.29630578,2.83510344,0.088541053,0.665945263
Cdc25b,0.296309087,3.85653016,0.038173245,0.464114571
Acaa2,0.2963752,4.290930447,0.052338221,0.544173559
Gdap10,0.296468467,1.549498624,0.206155393,0.89387588
Trappc2l,0.296639207,4.586377556,0.017398395,0.310547097
Gm10146,0.296692436,-1.273514775,0.656624663,1
Gm14858,0.296895686,-1.541866105,0.707250327,1
Npas4,0.296922923,3.565484069,0.183639205,0.861732713
Tatdn3,0.296928585,3.919478071,0.028040943,0.400334091
Pnpla1,0.297033465,-1.273917014,0.657700574,1
2610027K06Rik,0.297038729,-1.541769845,0.701357538,1
Cd1d1,0.297389306,-0.852347407,0.556996194,1
Capza2,0.297529228,7.527896506,0.000690024,0.042784625
9130019O22Rik,0.297579306,2.002501697,0.186866535,0.868522619
Fubp3,0.29764223,5.151866064,0.009299904,0.220455505
Rpl26,0.297724305,7.568510326,0.007400342,0.193503667
Adgrf2,0.298142214,-0.55516381,0.532360322,1
Rpl18a,0.298533324,7.732675968,0.003621313,0.125569588
Gnl3,0.298549812,4.032139597,0.025234427,0.380754491
Zfand1,0.298607046,4.189726157,0.023467168,0.367746867
Flna,0.298664518,6.361665073,0.004103759,0.134969193
Cc2d1b,0.298694326,4.277302024,0.018974434,0.324832767
Il25,0.298732559,-1.87075319,0.764243135,1
Gm9794,0.298916428,1.831922416,0.203592084,0.889016677
Zfp488,0.298984617,1.508738203,0.198502041,0.880131231
Ctnnal1,0.299064377,4.511778169,0.020872267,0.343669507
Gm12276,0.299115198,1.163691394,0.257442221,0.959379865
Dnaaf3,-0.260631089,1.428110138,0.370244559,1
Ano2,0.299157123,1.919193157,0.248052053,0.951652838
Gm14066,0.299177973,1.744846761,0.188381426,0.870244512
Nkapl,0.299351028,-1.541429707,0.711056618,1
Pex10,0.299375958,3.299048753,0.052471214,0.544627896
Commd4,0.299378125,4.773004294,0.01333455,0.270805052
Tspoap1,0.299416929,7.737566283,0.001391749,0.065655799
Batf3,0.299428438,-0.413109604,0.473467198,1
Gm7556,0.299485183,-1.870610508,0.756336418,1
Clk1,0.299611092,6.572709848,0.009068665,0.218376035
Ndor1,0.299667422,4.955009904,0.008863902,0.216003067
Ncaph,0.299671585,-0.076607366,0.381538521,1
Rsad2,0.299768218,1.495446328,0.225544785,0.925015676
Adam4,0.299813859,-1.541412799,0.727769416,1
Disc1,0.299882513,1.46575927,0.205328332,0.892247317
Zfp85,0.300113581,2.422136168,0.1252645,0.755268358
Cd274,0.300168491,2.049786719,0.153093717,0.804947071
Gm13369,0.30033875,-1.870599521,0.771474362,1
5930430L01Rik,0.300372363,1.862264841,0.174362772,0.845570012
Zfp972,0.300388761,-2.296807378,0.856988553,1
Cbr2,0.3004167,-0.187895607,0.387790812,1
Gm26824,0.300829324,-0.710676044,0.558544626,1
Rpl17-ps5,0.300890519,0.363278525,0.358428078,1
Sar1b,0.300964813,5.636548371,0.004105602,0.134969193
Ssc4d,0.300976771,0.027346246,0.402994473,1
Htr2a,0.301001503,3.060788533,0.094335435,0.680214716
Nfs1,0.301003016,4.767894165,0.060202406,0.579235528
Car5b,0.30106753,2.349912782,0.154056199,0.807475522
Gm10925,0.301253845,4.199876783,0.047468921,0.516955758
Grem1,0.301357865,2.207483549,0.158086456,0.816964894
Fus,0.301395175,7.002272596,0.000755138,0.045263514
Morn1,0.301606148,2.658194077,0.113590589,0.729189442
Nifk,0.301619155,4.407087922,0.015456467,0.293188184
Mrps10,0.301619294,4.276473481,0.016198168,0.30017837
Polq,0.301705055,2.765408903,0.083786403,0.651400302
Gm8995,0.301914061,2.168036519,0.164663134,0.831872772
Trim11,0.30192781,4.670842186,0.009056946,0.218361452
Gm31659,0.301949411,-2.297393612,0.849036319,1
Blvra,0.302088842,3.167213681,0.062781747,0.589899458
Zfp599,0.302135511,1.905800972,0.149109315,0.798025079
Angptl4,0.302185645,1.740154545,0.264547726,0.964287359
Cdc40,0.302199917,5.638814145,0.002567047,0.100395151
Gm26848,0.302286301,-0.305979533,0.485435279,1
Ino80dos,0.302298776,1.65964222,0.185908681,0.866067822
Gm8250,0.302417635,-2.296988428,0.848499384,1
Gm4149,0.302417931,2.354071943,0.13857243,0.784676834
Ndufs4,0.302469561,5.132817424,0.017293623,0.309748957
Cwc27,0.302537785,3.078613673,0.061790418,0.587267868
E030024N20Rik,0.302597396,-2.297600623,0.852414827,1
Enpp3,0.302706388,-0.887799909,0.610412492,1
Mxd4,0.302751565,6.521824666,0.001408184,0.066316198
Echdc2,0.302914228,3.288426461,0.062259973,0.588502571
Ripk4,0.30302703,0.0055972,0.471571537,1
Rprml,0.303140564,5.672741294,0.003320653,0.120155617
1810022K09Rik,0.303309477,3.889938993,0.042463026,0.489142438
Gm44066,0.303432752,-2.297164172,0.842295956,1
Zfp955a,0.303578451,1.752620222,0.186922581,0.868522619
Gm15772,0.303588056,0.749936784,0.351059225,1
Nts,0.3037744,2.334018238,0.197173823,0.878696181
Gm13651,0.304579667,-2.296421581,0.847095171,1
Gm16210,0.304738622,-2.296875528,0.852229664,1
Mov10,0.304974967,3.771581261,0.068429271,0.607662757
Sumo2,0.305199523,5.031289222,0.006386565,0.178177559
Thap3,0.305209174,3.44337732,0.039022722,0.467518335
Cnbp,0.305318207,7.441936458,0.001353452,0.065154521
Gm15272,1.88706546,-3.596324883,1,1
1700017B05Rik,0.305423486,4.837973296,0.011397657,0.248149502
Gm43949,0.30553848,2.124465755,0.138559415,0.784676834
Cutc,0.305762517,1.783818971,0.151315239,0.800935612
2700099C18Rik,0.305863212,0.984509282,0.271920834,0.970490908
Tnfrsf23,0.305953258,-0.462655237,0.503138175,1
Ripply2,0.306013466,1.808165859,0.161066562,0.822867761
RP24-363B22.1,0.306065105,-2.296398992,0.863232734,1
1700001L05Rik,0.306201974,1.369730526,0.199273662,0.880507438
E130311K13Rik,0.306395393,2.647685723,0.09140517,0.670958531
1700041G16Rik,0.306586495,-1.31892742,0.661165658,1
Nfrkb,0.306663682,5.052079382,0.005510317,0.162856479
Gm6394,0.30683175,-1.318252007,0.679685124,1
Fyco1,0.306948681,5.900207943,0.003620917,0.125569588
Ephx1,0.307094252,5.25733363,0.020647332,0.342065437
Gm12743,0.307117106,0.069492752,0.417403009,1
Asb18,0.307243569,2.028275804,0.157512018,0.815626693
Rpsa-ps10,0.307459531,2.072512839,0.172533286,0.842156648
Zmat1,0.307707576,4.04396894,0.028697431,0.404109716
Gm11960,0.307713892,-2.296430473,0.863068662,1
Cdan1,0.307795439,4.247664141,0.013398401,0.270805052
Gm9899,0.307832563,3.09290134,0.106055846,0.709820537
Acap2,0.307866389,7.258155262,0.002360153,0.095316582
Mkl1,0.308006458,6.699883399,0.006339761,0.177722248
Rps5,0.308133322,7.143009361,0.005671623,0.166439943
Lrrc8a,0.308183822,3.775902364,0.031916855,0.423380503
Gm5424,0.308324424,-1.318563883,0.660298633,1
Nutm1,0.308415464,-2.296877641,0.862829913,1
Dnase1l1,-0.414620251,1.029085893,0.138570344,0.784676834
Spin4,0.308450116,-0.116559062,0.371065904,1
Tnfrsf22,0.308530369,0.879458164,0.275323856,0.972782369
Gstm5,0.308694035,7.050813455,0.002301536,0.093504208
Ifi35,0.308715501,1.968978006,0.175617986,0.847529883
Higd1b,0.308743931,0.08870629,0.398294578,1
Haus6,0.309009352,2.889573147,0.07475608,0.626603781
Gm26901,0.309254407,-0.115298959,0.384481407,1
Mybpc2,0.309292835,0.069437157,0.370018826,1
Gm16244,0.309453465,-0.920799619,0.569799008,1
Il1rapl2,0.309560659,1.228531625,0.388805681,1
B130034C11Rik,0.30958227,0.652745137,0.290720024,0.982492329
Tm6sf2,0.309690963,0.430334963,0.362821505,1
C4bp,0.309718576,-0.773239133,0.563922258,1
Kmt2b,0.309952777,6.077263857,0.002478711,0.098034823
Wdr90,0.310292609,3.592389878,0.037126344,0.45963602
Zfp786,0.310436557,1.888379345,0.135729487,0.78125537
1110017D15Rik,0.310517172,1.096239311,0.231524129,0.935027713
Itgb3bp,0.311070321,1.985319504,0.138404705,0.784676834
Sspo,0.311128887,1.612368036,0.299591927,0.982492329
Rpp21,0.311228386,3.612208576,0.043969748,0.497033448
Chpf2,0.311235259,4.87117349,0.01497825,0.288949655
RP23-313P23.4,0.311280954,-1.596363206,0.712271829,1
Marveld2,0.311495743,0.503465835,0.3248192,1
Fhl2,0.311555459,4.261200485,0.031272443,0.421001629
Gm7890,0.311674711,-1.366692822,0.673229618,1
Gm45858,1.88706546,-3.596324883,1,1
Gm26534,0.311767339,-0.489170781,0.520325279,1
Med30,0.311861406,3.549560708,0.055575921,0.559045299
Fbxo17,0.311899286,0.753622547,0.27523765,0.972604027
Pdcd2l,0.311915329,3.467953243,0.035360872,0.449566994
Adrb2,0.312107364,0.218820625,0.356284308,1
Lmo7,0.312108767,6.79060878,0.000825363,0.047699343
A830052D11Rik,0.312119061,-0.13623092,0.400571485,1
Slc7a6,0.312229116,4.213680475,0.017042474,0.307310256
Rps13-ps4,0.31223783,-1.126874263,0.615765846,1
B4galnt4,0.312260889,6.56578374,0.001086896,0.056894803
Muc13,1.88706546,-3.596324883,1,1
Gm26542,0.312689756,-1.366240312,0.677566799,1
Rpl35,0.312789549,6.920627169,0.007501619,0.195401012
Tbata,0.312800019,3.821794095,0.03639636,0.455707875
Tdgf1,0.31285795,-0.773514878,0.539108191,1
Gm16310,0.312946642,-0.25280058,0.416938858,1
Slc17a9,0.313011779,-0.772146623,0.550192898,1
Tlr12,0.313200678,-0.049373824,0.366649001,1
Trhr2,0.314023232,-1.317441747,0.717204104,1
Gm10180,0.314110628,-0.772466102,0.562851498,1
Ttc38,0.31444838,3.239790049,0.042055687,0.486922927
Npc1l1,0.314528853,-0.134449816,0.423634784,1
Vps33b,0.314888897,3.469598913,0.040503187,0.475624134
Gm12988,0.315175884,-1.939410554,0.7613463,1
Cox6c,0.315198315,6.568986535,0.002790456,0.106530467
Rhbdf1,0.315216326,3.888270292,0.040524733,0.475671944
Zfp57,0.315220549,2.43806915,0.111180624,0.724358434
Gm9923,-1.649555553,-3.210056323,0.410803447,1
Aspg,0.315324646,2.707259236,0.127626549,0.760506714
Nanos3,0.31576688,-0.637098106,0.553571107,1
Ppih,0.315837383,3.039772888,0.046577607,0.511255948
Gm5678,0.315895917,-2.904762028,1,1
Nemp2,0.31601543,2.645381864,0.068869919,0.609598149
Ppia,0.316048263,9.138763759,0.001286003,0.063529945
Calb1,0.316458938,6.512614107,0.001200758,0.060639395
Fcrlb,0.316511923,-0.377264617,0.456208739,1
Snhg11,0.316572107,10.05256921,0.001586733,0.071508062
1810049J17Rik,0.316577426,-2.904966528,1,1
Gm12355,0.316691911,-1.365557646,0.637965155,1
Nfatc4,0.317195464,1.070744152,0.228812824,0.931959459
Rbm48,0.317250015,3.072376924,0.058595908,0.572498422
Dnttip2,0.317266268,4.387536711,0.01340097,0.270805052
Vnn3,-1.152186466,-3.049265529,0.504150827,1
Mast4,0.317358362,6.404898964,0.003726401,0.128558465
Gm44641,0.31737151,-2.90485028,1,1
Slc35b3,0.317663497,2.816136354,0.061218227,0.584277752
Foxk1,0.317682856,6.828730974,0.006963456,0.188006043
Hemk1,0.317755844,3.963447375,0.035518252,0.450725789
Gm7091,-0.350511782,-3.049148499,1,1
Gm19031,0.317949198,-1.939045958,0.75774434,1
Gm11663,1.88706546,-3.596324883,1,1
Tagln,0.318115933,3.338758477,0.145322825,0.792524542
Tes3-ps,0.318175097,-1.939206833,0.753213613,1
Gm38102,0.318182714,1.581230976,0.188575652,0.870244512
Gm43031,0.318211411,1.192603623,0.234084801,0.938123325
Gpt2,0.318238091,6.187397249,0.004535075,0.14454889
Tpd52-ps,0.318346716,-2.904349884,1,1
Ror1,0.318409236,2.673048301,0.065522582,0.598297443
Gm6823,1.88706546,-3.596324883,1,1
Trim30e-ps1,0.318508146,-2.90444721,1,1
4930519L02Rik,2.663059609,-3.489871104,0.576780615,1
Cdh17,0.318807942,-2.905073716,1,1
Rasal2,0.319099298,6.788598642,0.001464541,0.067965597
Gm9043,0.319271784,-2.903995388,1,1
Olfr574,0.319298925,-2.905006123,1,1
Platr4,0.319393834,-2.904651741,1,1
Slc39a7,0.319493797,1.661424181,0.14689608,0.796317069
Gm43214,2.672776177,-3.489575515,0.523828802,1
Mrpl30,0.319583819,5.019573982,0.003448102,0.12212649
RP24-108E17.1,2.672776177,-3.489575515,0.523828802,1
Cep295,0.319894609,4.79921787,0.004635864,0.146901305
F730035M05Rik,0.320293421,-2.904636886,1,1
Samd9l,0.320351169,2.93440657,0.079424045,0.639054838
RP24-401L24.1,0.320511056,-2.904505765,1,1
Gm28178,2.672776177,-3.489575515,0.523828802,1
Gm17908,2.672776177,-3.489575515,0.523828802,1
Tgfbi,0.320668819,2.336074109,0.194546227,0.878696181
Rpl21-ps11,0.320669331,-2.904554425,1,1
Gm15727,2.673332167,-3.489524402,0.523921704,1
Bbs5,0.320688649,3.503554328,0.028580362,0.403562492
Fmo1,0.32076155,3.086719329,0.046745181,0.511827766
Tatdn1,0.320927998,2.360748064,0.087475056,0.66403076
Gm12565,0.321014301,-2.904725144,1,1
Tmem258,0.321068664,3.684723705,0.023338535,0.366495076
Fanca,0.321270534,0.817933006,0.276813865,0.974529227
Mphosph6,0.321392777,3.35413991,0.032702826,0.42982662
Zfp566,0.321398241,1.296850918,0.183824617,0.86181641
Gm4847,0.321509354,-2.904813398,1,1
Eya4,0.321536351,2.867460269,0.09145282,0.670958531
Polr2k-ps,0.321646894,-2.904288241,1,1
Ryr3,0.321776303,6.128840667,0.008285414,0.206150796
Matk,0.321788949,6.944355727,0.000593295,0.039102894
Itga8,0.321845095,4.153525202,0.011982343,0.254216204
Rasl11b,0.321849861,5.575790381,0.00412268,0.135245678
Gm5881,0.32189713,0.536253838,0.322672793,0.998017196
Btg3,0.321936804,2.141519445,0.126770599,0.759354131
Gm28586,2.673332167,-3.489524402,0.523921704,1
Gng10,0.322118725,-1.167259644,0.591311457,1
Gm45522,0.322167908,-2.904832345,1,1
Gm14295,0.32217955,3.042309322,0.05508685,0.556404894
RP24-280M20.2,2.673332167,-3.489524402,0.523921704,1
RP23-58D1.5,0.322361906,-2.904307192,1,1
Gm12967,0.322378782,-2.904224717,1,1
4930519F09Rik,2.673332167,-3.489524402,0.523921704,1
Gm10222,0.322479305,0.647141907,0.287531085,0.982492329
Gm5614,2.673332167,-3.489524402,0.523921704,1
Lgals1,0.322574029,4.540153912,0.037607802,0.460403384
Gpr161,0.322610621,6.062584834,0.016146463,0.300004598
4930597O21Rik,0.32264426,-1.652221983,0.737851796,1
Gm7760,0.322665322,-2.90442927,1,1
Gm14810,2.676613609,-3.489228757,0.524464323,1
Slc50a1,0.322769169,4.547114381,0.007623741,0.197485972
Gm43331,0.322802088,-2.904492787,1,1
2410080I02Rik,0.322820637,-0.993469265,0.580334149,1
Tinf2,0.32294695,3.258264743,0.049374045,0.524739896
Gm13266,0.322947004,-2.904258527,1,1
Slc22a13b-ps,0.322947296,-1.167129673,0.597167404,1
RP24-388M1.5,2.678608989,-3.489279878,0.578378509,1
Pdc,2.678608989,-3.489279878,0.578378509,1
Dppa2,0.323280197,-2.903665591,1,1
Fam204a,0.323343891,3.669791635,0.027453371,0.398236736
Gm9967,0.323433934,-1.653204608,0.712281911,1
Hdac10,0.323662656,3.311416261,0.042512277,0.489502609
Tdo2,0.323663289,2.042989618,0.136397442,0.782472754
Gm16253,0.32409572,-0.02174389,0.407834282,1
Pnkp,0.324117788,4.283458645,0.008447551,0.2090385
Adssl1,0.324162617,3.947562964,0.016592023,0.303722176
Slfnl1,0.324268076,-2.904566196,1,1
Gm5459,0.32438256,-2.903787707,1,1
Ddx43,0.324421086,-1.652302378,0.696738988,1
Tsacc,0.32472125,-0.699121197,0.569102355,1
Eno3,0.324845823,2.226044973,0.134177474,0.777060249
Pms2,0.325040558,3.703497403,0.026523452,0.390253163
Srp14,0.325068118,5.785075879,0.001661906,0.07446891
Cenpe,0.325073646,1.025815318,0.250169869,0.953432911
Naip6,0.325079926,0.376355843,0.313550385,0.993798242
Pramel1,2.678608989,-3.489279878,0.578378509,1
Tmem30b,0.325176427,-1.937999186,0.788107701,1
Gm21987,2.678608989,-3.489279878,0.578378509,1
Ranbp17,0.325243786,2.640818462,0.082617163,0.647972878
Gm42821,0.325467911,-2.904114401,1,1
Gm9386,0.325738396,-2.904148212,1,1
2210418O10Rik,0.325738396,-2.904148212,1,1
Zfp839,0.325801723,3.118207595,0.038875105,0.467372596
Mfsd3,0.325985156,1.918979064,0.126001349,0.756786564
