gene,Group,pct
RBM15,CNV_loss,4.28994082840237
RBM15,CNV_gain,1.33136094674556
RBM15,none_CNV,94.3786982248521
ADAR,CNV_loss,0.14792899408284
ADAR,CNV_gain,2.9585798816568
ADAR,none_CNV,96.8934911242604
CPSF3,CNV_loss,1.92307692307692
CPSF3,CNV_gain,1.92307692307692
CPSF3,none_CNV,96.1538461538461
TRMT61B,CNV_loss,1.03550295857988
TRMT61B,CNV_gain,1.4792899408284
TRMT61B,none_CNV,97.4852071005917
RBM15B,CNV_loss,4.73372781065089
RBM15B,CNV_gain,0.29585798816568
RBM15B,none_CNV,94.9704142011834
TRMT10C,CNV_loss,0.887573964497041
TRMT10C,CNV_gain,0.739644970414201
TRMT10C,none_CNV,98.3727810650888
CFI,CNV_loss,2.66272189349112
CFI,CNV_gain,0.591715976331361
CFI,none_CNV,96.7455621301775
METTL14,CNV_loss,3.55029585798817
METTL14,CNV_gain,0.739644970414201
METTL14,none_CNV,95.7100591715976
WTAP,CNV_loss,1.62721893491124
WTAP,CNV_gain,2.2189349112426
WTAP,none_CNV,96.1538461538462
CPSF4,CNV_loss,1.03550295857988
CPSF4,CNV_gain,1.4792899408284
CPSF4,none_CNV,97.4852071005917
CPSF1,CNV_loss,4.73372781065089
CPSF1,CNV_gain,6.21301775147929
CPSF1,none_CNV,89.0532544378698
ADARB2,CNV_loss,2.2189349112426
ADARB2,CNV_gain,1.18343195266272
ADARB2,none_CNV,96.5976331360947
CSTF3,CNV_loss,0.443786982248521
CSTF3,CNV_gain,0.591715976331361
CSTF3,none_CNV,98.9644970414201
CLP1,CNV_loss,1.62721893491124
CLP1,CNV_gain,0.739644970414201
CLP1,none_CNV,97.6331360946746
PCF11,CNV_loss,0.14792899408284
PCF11,CNV_gain,1.18343195266272
PCF11,none_CNV,98.6686390532545
ZC3H13,CNV_loss,3.84615384615385
ZC3H13,CNV_gain,3.84615384615385
ZC3H13,none_CNV,92.3076923076923
METTL3,CNV_loss,1.92307692307692
METTL3,CNV_gain,0.887573964497041
METTL3,none_CNV,97.189349112426
PABPN1,CNV_loss,1.92307692307692
PABPN1,CNV_gain,0.887573964497041
PABPN1,none_CNV,97.189349112426
CPSF2,CNV_loss,2.36686390532544
CPSF2,CNV_gain,0.591715976331361
CPSF2,none_CNV,97.0414201183432
TRMT61A,CNV_loss,2.07100591715976
TRMT61A,CNV_gain,1.18343195266272
TRMT61A,none_CNV,96.7455621301775
NUDT21,CNV_loss,0.14792899408284
NUDT21,CNV_gain,1.03550295857988
NUDT21,none_CNV,98.8165680473373
TRMT6,CNV_loss,7.39644970414201
TRMT6,CNV_gain,1.62721893491124
TRMT6,none_CNV,90.9763313609467
CSTF1,CNV_loss,2.51479289940828
CSTF1,CNV_gain,5.17751479289941
CSTF1,none_CNV,92.3076923076923
ADARB1,CNV_loss,2.2189349112426
ADARB1,CNV_gain,1.4792899408284
ADARB1,none_CNV,96.301775147929
CSTF2,CNV_loss,0.739644970414201
CSTF2,CNV_gain,1.03550295857988
CSTF2,none_CNV,98.2248520710059
