samID	pca1.A	pca1.B	ICI.score	subtype
HNSC-6998-01	-13.8050755412881	3.61519424144525	-17.4202697827333	A
HNSC-7423-01	-17.5973164161418	3.89223053773091	-21.4895469538727	A
HNSC-A6C4-01	-5.61593511844861	3.65861180535535	-9.27454692380396	A
HNSC-6956-01	-18.5218501234101	3.92730580569294	-22.4491559291031	A
HNSC-7252-01	-4.3098224352909	3.20192603419993	-7.51174846949084	A
HNSC-4727-01	-12.6863734464189	0.741444233777146	-13.427817680196	A
HNSC-A6WZ-01	-12.7394702834504	0.778630045957605	-13.518100329408	A
HNSC-A6VB-01	-14.1831384702974	0.592342599016024	-14.7754810693134	A
HNSC-6872-01	-10.0538627972156	3.61621088089664	-13.6700736781123	A
HNSC-6951-01	-11.2860916961322	1.35620093969007	-12.6422926358223	A
HNSC-A71E-01	-15.6106870666699	1.80243858461052	-17.4131256512804	A
HNSC-A45X-01	-14.9805730428531	4.37866228903507	-19.3592353318881	A
HNSC-5432-01	-8.20692175254471	3.00137290018374	-11.2082946527285	A
HNSC-A480-01	-8.70802758313028	3.21981088941232	-11.9278384725426	A
HNSC-5977-01	-17.0989225705441	2.21716771097409	-19.3160902815182	A
HNSC-6955-01	-7.64262306589062	-0.0646467819773048	-7.57797628391331	A
HNSC-4742-01	-2.27915800999472	3.08646531424549	-5.36562332424022	A
HNSC-A6DE-01	-11.1206714484871	2.84327924128332	-13.9639506897704	A
HNSC-6940-01	-3.7448858700012	1.2312263690535	-4.9761122390547	A
HNSC-A45O-01	-14.3142934823071	3.34648259821437	-17.6607760805215	A
HNSC-A4CE-01	-9.41033743635034	2.85187623024683	-12.2622136665972	A
HNSC-7372-01	-2.71541218722114	2.81380196886175	-5.52921415608289	A
HNSC-A51W-01	-12.3302465476049	3.6173364475347	-15.9475829951396	A
HNSC-5973-01	-20.1470269328092	2.84158537018955	-22.9886123029988	A
HNSC-7089-01	-8.07318185236804	2.2394831909769	-10.3126650433449	A
HNSC-7432-01	-17.3285094775301	2.21190488949092	-19.5404143670211	A
HNSC-7631-01	-5.90177279418706	-6.22497464189458	0.323201847707522	A
HNSC-6950-01	-1.76956232597618	0.420311708947327	-2.18987403492351	A
HNSC-A63U-01	-12.2869701646212	-2.80019700461208	-9.48677316000915	A
HNSC-7414-01	-5.15256078004335	-3.03639295184838	-2.11616782819496	A
HNSC-A49A-01	-8.90053847064107	-0.338026688918928	-8.56251178172214	A
HNSC-A6T7-01	-13.6359451331432	1.93024457635177	-15.566189709495	A
HNSC-A66T-01	-19.3877456220539	3.23857209878079	-22.6263177208347	A
HNSC-A6SG-01	-13.9952400490216	1.92010644790437	-15.915346496926	A
HNSC-A63V-01	-2.75933338936997	1.00899175499292	-3.7683251443629	A
HNSC-A7GZ-01	-10.4711908643435	2.42237166847631	-12.8935625328198	A
HNSC-6869-01	-10.5655076108667	1.33517668954553	-11.9006843004123	A
HNSC-7071-01	-6.41037420878249	3.57964025387554	-9.99001446265803	A
HNSC-6441-01	-10.6811621769832	-5.06799105943462	-5.6131711175486	A
HNSC-4227-01	-12.4835537694703	1.10024788185991	-13.5838016513302	A
HNSC-7434-01	-8.0585665902857	1.6268085178281	-9.68537510811379	A
HNSC-A6JU-01	-4.28161914608189	-3.93388494834153	-0.347734197740365	A
HNSC-7365-01	-6.19509690839312	3.72093939556287	-9.91603630395598	A
HNSC-A6IJ-01	-12.0560785892686	1.4825314141391	-13.5386100034077	A
HNSC-7588-01	-26.5627046028558	2.12583905991227	-28.6885436627681	A
HNSC-6988-01	-16.9542502013656	2.28180080509692	-19.2360510064625	A
HNSC-7430-01	-18.1060925307465	1.94666116783278	-20.0527536985793	A
HNSC-A61V-01	-9.69579699131218	1.86387933734187	-11.5596763286541	A
HNSC-A6TP-01	-11.1488266476334	-2.36818261713402	-8.7806440304994	A
HNSC-6003-01	-16.3662805436431	2.67335346156206	-19.0396340052051	A
HNSC-6491-01	-14.6702398611185	4.77638098548098	-19.4466208465994	A
HNSC-A7JF-01	-7.31617490520156	1.33083084462187	-8.64700574982342	A
HNSC-A6EO-01	-10.2801146600769	1.21669491036198	-11.4968095704389	A
HNSC-A4CI-01	-10.7933617618771	-0.510498268464791	-10.2828634934123	A
HNSC-5332-01	-3.7915124711709	4.50326010007647	-8.29477257124737	A
HNSC-A6T0-01	-18.2065695373082	1.54610802911377	-19.7526775664219	A
HNSC-6962-01	-10.4740370287264	-2.25358370943964	-8.2204533192868	A
HNSC-6223-01	-9.99842899215729	3.57652712543462	-13.5749561175919	A
HNSC-A6DL-01	-13.6420404685432	4.36772864804273	-18.0097691165859	A
HNSC-A6ES-01	-18.8268516818686	-0.280391412998996	-18.5464602688697	A
HNSC-6952-01	-5.91529760228986	3.34089991469264	-9.25619751698249	A
HNSC-A6T5-01	-9.50711568112072	3.02145184344637	-12.5285675245671	A
HNSC-8601-01	-21.4515603560541	0.929167017219725	-22.3807273732738	A
HNSC-A622-01	-19.8605761688024	4.04230113206916	-23.9028773008716	A
HNSC-4074-01	-7.9158300900475	0.768811592020931	-8.68464168206843	A
HNSC-A641-01	-13.2616868647304	3.97250996396651	-17.2341968286969	A
HNSC-7177-01	-2.88482452461553	1.30435192283092	-4.18917644744644	A
HNSC-A4C1-01	-10.1255587342811	3.29684181364626	-13.4224005479273	A
HNSC-A51X-01	-10.0913702814314	3.85056813037921	-13.9419384118106	A
HNSC-6960-01	-13.2873961950704	3.33963872931222	-16.6270349243826	A
HNSC-7069-01	-10.2859967547335	3.73839826603279	-14.0243950207663	A
HNSC-5441-01	-7.53665084578732	2.31265229460588	-9.8493031403932	A
HNSC-A463-01	-16.6598119807138	3.00001610530225	-19.6598280860161	A
HNSC-7401-01	-1.66723291725845	1.50120968754873	-3.16844260480718	A
HNSC-A6II-01	-20.6338023646207	2.94636949857635	-23.5801718631971	A
HNSC-A5HU-01	-5.34670118205372	1.32037950029965	-6.66708068235336	A
HNSC-A7JS-01	-8.7693325066268	-1.11948970033132	-7.64984280629549	A
HNSC-4726-01	-9.83047104161915	3.73270673555337	-13.5631777771725	A
HNSC-6868-01	-13.1311282343468	1.51293254669174	-14.6440607810386	A
HNSC-7390-01	-7.63221760019459	5.02570060902588	-12.6579182092205	A
HNSC-A4IF-01	-9.83316238668602	2.33429561551625	-12.1674580022023	A
HNSC-A6D8-01	-7.44543383886532	-3.85083847518203	-3.59459536368329	A
HNSC-A63W-01	-13.2186136785284	4.25016588409862	-17.468779562627	A
HNSC-5435-01	-8.00751753950289	-1.60770299575665	-6.39981454374624	A
HNSC-A6JM-01	-15.3483653777495	1.43935790952901	-16.7877232872785	A
HNSC-A5QF-01	-7.91562942715669	0.44575768278935	-8.36138710994604	A
HNSC-5440-01	-6.07599641492099	1.44654038796156	-7.52253680288255	A
HNSC-6229-01	-4.24389533433631	3.17662208930499	-7.4205174236413	A
HNSC-A5HZ-01	-15.5284360802026	4.2905066156129	-19.8189426958155	A
HNSC-A8ZA-01	-12.3847781783473	1.35127408787131	-13.7360522662186	A
HNSC-A71D-01	-12.150155678213	1.96681023568862	-14.1169659139017	A
HNSC-7632-01	-18.6918944107379	2.2426862076673	-20.9345806184052	A
HNSC-A6K1-01	-13.3784302006594	2.361642110522	-15.7400723111814	A
HNSC-A6EQ-01	-5.99475641323827	1.2779172881003	-7.27267370133857	A
HNSC-A6DA-01	-19.9930407219168	3.35869903567375	-23.3517397575906	A
HNSC-A45P-01	-16.34866511439	3.58273458915369	-19.9313997035437	A
HNSC-7411-01	-15.8361579281924	3.06393466525906	-18.9000925934515	A
HNSC-A7JC-01	-20.8775454992346	5.15665093696066	-26.0341964361953	A
HNSC-A71A-01	-4.17168906586456	-1.4010078174574	-2.77068124840716	A
HNSC-5355-01	0.917290768775022	3.16872038268579	-2.25142961391077	A
HNSC-6228-01	-5.59952044161988	0.822086462367353	-6.42160690398724	A
HNSC-A6EK-01	-9.09186930870236	2.12880371996692	-11.2206730286693	A
HNSC-A633-01	-12.6668326668167	0.615703910785159	-13.2825365776019	A
HNSC-A7JK-01	-21.353171509762	1.80135632513161	-23.1545278348936	A
HNSC-A4CG-01	-11.2599771083855	0.175793063468343	-11.4357701718538	A
HNSC-A6JN-01	-13.6567638659719	2.58796737748215	-16.2447312434541	A
HNSC-A45Q-01	-23.8571905688204	0.903299671348793	-24.7604902401692	A
HNSC-A6IH-01	-16.7253883726682	3.01570950791487	-19.741097880583	A
HNSC-6225-01	-17.8052846307773	3.0367232169315	-20.8420078477088	A
HNSC-6935-01	-7.31380949297031	-0.607587724290703	-6.7062217686796	A
HNSC-5979-01	-11.627378521734	1.79125141757767	-13.4186299393117	A
HNSC-A6JY-01	-17.1662924335989	3.5223810958412	-20.6886735294401	A
HNSC-7255-01	-17.485321051977	2.60719686983453	-20.0925179218115	A
HNSC-8502-01	-4.94152022545469	0.8988698603193	-5.84039008577399	A
HNSC-A6EP-01	-6.02089804025317	-10.5092900965988	4.48839205634565	A
HNSC-A6DJ-01	-7.4820635108086	2.8904822318278	-10.3725457426364	A
HNSC-5365-01	-6.84097633185872	2.65807003413525	-9.49904636599396	A
HNSC-6945-01	-18.9578761812812	3.70745391807784	-22.665330099359	A
HNSC-6436-01	-9.01289426974652	1.24632552139769	-10.2592197911442	A
HNSC-5624-01	-2.12642200655354	2.33778277094446	-4.464204777498	A
HNSC-A6JT-01	-7.78725987725264	1.23537565960792	-9.02263553686056	A
HNSC-6953-01	-8.98854740862764	3.1485165480667	-12.1370639566943	A
HNSC-6220-01	-12.0207784808298	3.65159617169073	-15.6723746525206	A
HNSC-5436-01	-8.72968129984377	1.9912146309187	-10.7208959307625	A
HNSC-A61G-01	-17.398613995162	2.17005215437983	-19.5686661495419	A
HNSC-7086-01	-10.303140363551	4.17462473283335	-14.4777650963844	A
HNSC-A465-01	-17.5047674538868	4.13053516846064	-21.6353026223474	A
HNSC-A6T8-01	-5.38867168413286	0.414342204238354	-5.80301388837121	A
HNSC-4725-01	-9.9182005710108	4.45250203224371	-14.3707026032545	A
HNSC-7183-01	-22.3722076197157	3.10536472531212	-25.4775723450278	A
HNSC-4730-01	-16.9033176020082	4.05128312643537	-20.9546007284436	A
HNSC-5631-01	-6.88295146261488	-1.16928951846387	-5.71366194415101	A
HNSC-A6I0-01	-14.4693776614125	1.07474874086712	-15.5441264022796	A
HNSC-A634-01	-11.9777300479566	-10.2788963643929	-1.69883368356372	A
HNSC-8634-01	-11.1983058097707	3.05886688268715	-14.2571726924579	A
HNSC-5442-01	-21.1041728260474	1.2657868988901	-22.3699597249375	A
HNSC-A5QA-01	-8.73206077095266	-3.1438669609358	-5.58819381001687	A
HNSC-4731-01	-10.0742721072847	2.50246171219437	-12.576733819479	A
HNSC-7774-01	-9.86210544141088	1.43443072154718	-11.2965361629581	A
HNSC-5970-01	-3.69277566819731	2.36017625765912	-6.05295192585643	A
HNSC-A5Q6-01	-10.0987564597536	-0.61939764460231	-9.47935881515133	A
HNSC-4224-01	-8.87982191873756	0.590246939373619	-9.47006885811118	A
HNSC-A5HY-01	-13.6633308826181	-2.15379052121915	-11.509540361399	A
HNSC-A6SX-01	-15.7275933467098	-0.0561506772368155	-15.6714426694729	A
HNSC-A6UO-01	-12.1761648507119	3.15527389795112	-15.3314387486631	A
HNSC-A61W-01	-16.0465498577679	1.73858831614357	-17.7851381739114	A
HNSC-A6T6-01	-14.5842111896281	-2.9443216210925	-11.6398895685356	A
HNSC-7245-01	-12.131377489361	4.39674885850418	-16.5281263478652	A
HNSC-A719-01	-11.6865923877724	2.54994265481096	-14.2365350425833	A
HNSC-A8ZB-01	-6.42569777893492	3.16420459714562	-9.58990237608054	A
HNSC-A47Z-01	-13.5433762198157	4.11492870169973	-17.6583049215154	A
HNSC-7253-01	-21.4693765161238	1.33790210721265	-22.8072786233364	A
HNSC-7095-01	-8.64546302638725	2.68831345064984	-11.3337764770371	A
HNSC-A50J-01	-11.2702693098873	3.36020733901687	-14.6304766489042	A
HNSC-A6T4-01	-12.0287003052152	3.00952253815329	-15.0382228433685	A
HNSC-7247-01	-7.38274495949928	0.133921649728272	-7.51666660922755	A
HNSC-5976-01	-6.4534289793547	1.07184031084899	-7.52526929020368	A
HNSC-A67A-01	-13.9228069912859	1.35274109448109	-15.275548085767	A
HNSC-4729-01	-5.59107340636895	3.0127803532868	-8.60385375965575	A
HNSC-7065-01	-22.4321203494043	2.57419255343268	-25.006312902837	A
HNSC-6493-01	-16.0534553831522	2.87444719680813	-18.9279025799603	A
HNSC-4075-01	-8.70325325974168	0.299275334554202	-9.00252859429589	A
HNSC-A7HJ-01	-10.6989481804163	2.1130499675124	-12.8119981479287	A
HNSC-7180-01	-17.5034062761829	3.38693064235046	-20.8903369185334	A
HNSC-A8Z8-01	-10.303932487986	1.24071054142832	-11.5446430294144	A
HNSC-A6T2-01	-12.8903944948055	0.909665689720137	-13.8000601845257	A
HNSC-5629-01	-13.466231565245	1.43040007880372	-14.8966316440488	A
HNSC-A6T3-01	-21.9342577463831	3.28826007791299	-25.2225178242961	A
HNSC-5247-01	-14.747703427701	2.77560216508804	-17.523305592789	A
HNSC-4722-01	-5.28715340874547	1.49898103733497	-6.78613444608044	A
HNSC-7269-01	-12.078873907746	-0.874006081781579	-11.2048678259645	A
HNSC-6024-01	-11.7714632565675	1.69181263378547	-13.463275890353	A
HNSC-4076-01	-16.0824158893482	2.67266180971828	-18.7550776990665	A
HNSC-A4II-01	-3.11514055065172	2.64509156452758	-5.7602321151793	B
HNSC-6936-01	-3.50246389745511	-1.06856934820137	-2.43389454925373	B
HNSC-5327-01	4.85915625406038	1.59177415788842	3.26738209617196	B
HNSC-5331-01	7.42530951961878	1.97477626202041	5.45053325759837	B
HNSC-5356-01	0.624971186419195	1.94848488528526	-1.32351369886607	B
HNSC-A6WW-01	2.43389319557268	-4.48644746564189	6.92034066121458	B
