TCGA.GJ.A3OU.01A.31R.A38B.07 TCGA.G3.A7M9.01A.23R.A352.07 TCGA.ED.A627.01A.12R.A311.07 TCGA.DD.AACB.01A.11R.A41C.07
ENSG00000000003 45.947758644896 48.8123519088731 65.9452030500584 59.6365255219483
ENSG00000000005 0.108169056982988 0.0405824018834706 0.0864166000851466 0.0630564516168559
ENSG00000000419 73.5132863278938 169.758843259247 72.2165699462991 87.9791614830057
ENSG00000000457 6.78087820817746 12.1410542110494 6.60987177782503 4.18886124325419
ENSG00000000460 1.80952493179739 14.5742307391043 2.2500611818755 2.85830551924196
ENSG00000000938 81.5617730841653 8.27535218602705 12.6755540651624 3.06842059465467
ENSG00000000971 479.97153784623 106.802418523087 418.45124594167 138.24041238304
ENSG00000001036 131.066196212854 200.504527080479 75.5928667786671 104.90128184004
ENSG00000001084 36.7832949148748 20.3200684898608 30.9562988675855 76.6774796601903
ENSG00000001167 15.9026395293404 43.2041251436193 16.7935276891065 17.4218473275749
ENSG00000001460 1.74950200199301 2.3798233791645 2.07609002695507 1.35981449063054
ENSG00000001461 4.94455896695481 2.57765572831378 3.83926238118188 2.93637614760068
ENSG00000001497 20.7056941792461 22.8664299008215 19.5788720892614 29.9167831559968
ENSG00000001561 7.52624995275586 7.67025719194917 8.42083410182732 2.77212484671867
ENSG00000001617 23.744744216013 13.2814445418301 11.9786192934124 9.90806834345388
ENSG00000001626 3.93616237941373 0.805501354751618 43.3711492187155 0
ENSG00000001629 11.84625640183 26.6390740622031 12.8300774803799 3.74473959441527
ENSG00000001630 4.85180967788327 7.26508668771772 3.80782424258286 1.94369886942619
ENSG00000001631 7.9581146879316 21.0946723188431 10.2935208409187 3.45275744339801
ENSG00000002016 2.97180930658098 11.9447859061943 3.55298035718868 3.6828579569552
ENSG00000002079 0.0548856545042799 0.411835279119535 0.0548104026698451 0
ENSG00000002330 76.3700141247437 84.7706499672966 53.6810003071473 44.8165977024737
ENSG00000002549 170.471290186349 92.0769130650462 195.463047882502 142.477926629285
ENSG00000002586 180.542357716662 131.331894056405 185.945419310775 159.082364504444
ENSG00000002587 2.7404549784341 0.648095889009007 3.2712588070463 0.410260748763311
ENSG00000002726 1.8899883740335 9.41450170891104 0.0545753371352729 0.132741745689136
ENSG00000002745 0.0534045328863855 0.140252581793248 0.0426650494135233 0
ENSG00000002746 0.130941490031851 0.655014205839755 0.32379152162255 0.0290786644047506
ENSG00000002822 13.5853154222142 32.515204147026 10.0547447312286 17.6081870577177
ENSG00000002834 132.396107009267 140.095210150336 114.884817836399 112.620465752457
ENSG00000002919 20.235652842491 20.8551455225714 14.0056720986759 22.1003595052363
ENSG00000002933 466.366427478624 506.36222435525 624.40862102437 749.136020038278
ENSG00000003056 69.9928546162116 121.247473717554 33.6868014436092 17.8474633403311
ENSG00000003096 0.935229387846211 6.08183926267461 3.46681173534013 0.843220886720721
ENSG00000003137 0.572983249998393 21.575109991199 2.41363373358565 0.141704129555672
ENSG00000003147 4.45083269632377 12.8110453249182 16.2285993173738 2.55307076542319
ENSG00000003249 27.3714449701546 9.49175876740786 43.7052270584218 5.19152939682736
ENSG00000003393 8.4107587773424 16.5043047598696 7.95204988083442 4.0964225439345
ENSG00000003400 10.6810893250759 10.2933913448292 7.43446628213397 8.17725492328723
ENSG00000003402 16.7048188887746 10.066449565906 17.4677641652617 8.76462006371361
ENSG00000003436 32.1053129992117 32.557278680951 65.5033254779135 135.268738766102
ENSG00000003509 10.7801679193995 22.8708678355354 8.87906304847925 8.64776660888524
ENSG00000003756 14.9326089476266 27.3437632382585 16.49225139106 12.8859459324643
ENSG00000003987 4.22224193262231 19.6403282313304 0.513307317092126 0.303207147004501
ENSG00000003989 12.3922330461847 112.739503899418 71.985410487018 5.16273201966952
ENSG00000004059 138.502643737231 244.483702241797 177.57572101335 107.435251984976
ENSG00000004139 1.04769652300702 3.5904329912831 1.06812221286852 0.191428448340165
ENSG00000004142 219.065544973391 382.907685625294 256.97530393338 303.701097912193
ENSG00000004399 69.3443299144689 51.2878544668245 33.6754078358293 17.2954561207536
