genes,cor.cor,p.value
CCR1,0.705157776859522,6.07786867842406e-98
CCR2,0.542409735466921,1.53900584799643e-50
CCR5,0.441894784793206,3.66004660392545e-32
CCRL2,-0.138399356452061,0.000427782425347437
LTF,-0.0144111943707663,0.715093801095933
RTP3,0.00076822549724786,0.984476135755368
LRRC2,-0.255398663111601,4.7649956704979e-11
TDGF1,-0.331986475992952,4.92160396784256e-18
ALS2CL,-0.200127877817125,3.04401833253958e-07
TMIE,0.00917484597381319,0.816239734856531
PRSS50,-0.0317760554009667,0.420806641911366
PRSS46,-0.06048020155716,0.125217349207911
PRSS45,-0.115321497320929,0.00338276464569019
PRSS42,-0.00117209824154314,0.976316884429052
MYL3,-0.0154144848323514,0.696211938553796
PTH1R,0.195657233221536,5.61466978695053e-07
CCDC12,-0.366859261814737,6.0005791314942e-22
NBEAL2,-0.135432533846433,0.000568729349929968
SETD2,-0.122549284886465,0.0018353275533812
KIF9,-0.297344907296225,1.29745733342446e-14
KLHL18,-0.0162778650497575,0.680111699939484
PTPN23,-0.135881102981204,0.000544957812887984
SCAP,-0.151178471429789,0.000117548962720464
ELP6,-0.10599933208369,0.00709559364174497
CSPG5,-0.00874877997103741,0.824631461088091
SMARCC1,-0.230504616907248,3.25757194989578e-09
DHX30,-0.079764533750069,0.04302271121916
MAP4,-0.0295631053908704,0.453897154085567
CDC25A,-0.266881423863867,5.78719238124275e-12
CAMP,0.283813076731389,2.13861830178999e-13
ZNF589,-0.0377637616649822,0.338659951940814
NME6,-0.24597413669256,2.4922356351369e-10
SPINK8,0.154604084898576,8.16516236399766e-05
FBXW12,-0.02191717109423,0.578770451385333
PLXNB1,-0.315064025020253,2.62593138304376e-16
CCDC51,-0.186607596830638,1.85772107573177e-06
TMA7,-0.31636533713272,1.95125206325295e-16
ATRIP,0.0673098813744994,0.0878683752713101
SHISA5,-0.0678311061517591,0.0854328535246418
PFKFB4,0.0665283378365198,0.0916246503768254
UCN2,0.513593240057546,1.24549119236897e-44
COL7A1,0.442610674797471,2.83828716083269e-32
UQCRC1,-0.135712590072618,0.000553777577623717
TMEM89,-0.194862396087484,6.25111885268157e-07
SLC26A6,-0.310518813097077,7.3247623666484e-16
CELSR3,-0.200747235647458,2.79339213277105e-07
NCKIPSD,-0.178778047672534,4.99755475060225e-06
IP6K2,-0.370672511148801,2.08938038395772e-22
PRKAR2A,-0.205128053843943,1.50950936890922e-07
SLC25A20,-0.0880199956118304,0.0255031885523235
ARIH2OS,-0.247824761845775,1.8105722820677e-10
ARIH2,-0.184071426735493,2.57156193345168e-06
P4HTM,-0.146661296438442,0.000187842309778473
WDR6,-0.141271756514014,0.000322947786789107
DALRD3,-0.104883632785241,0.00772570853963698
NDUFAF3,-0.17308637241197,9.99466425235633e-06
IMPDH2,-0.248903263428103,1.50114063995031e-10
QRICH1,-0.103973398270474,0.00827634900000867
QARS,-0.353891479395396,1.95441509075598e-20
USP19,-0.208494655273886,9.31979525013433e-08
LAMB2,0.349842348531373,5.61406068643538e-20
CCDC71,-0.0128458378028827,0.744900353130057
KLHDC8B,0.27158357697711,2.36928354365802e-12
C3orf84,0.0573465932564347,0.146039873982333
CCDC36,0.342078416111805,4.06939771334077e-19
C3orf62,-0.149953931548374,0.000133652615930805
USP4,-0.146401504968461,0.000192896993246043
GPX1,0.111571801110026,0.00458644923699819
RHOA,0.0998250318169341,0.0112547619167325
TCTA,-0.171738478972721,1.17396656705715e-05
AMT,-0.147299055768569,0.000175955377450813
NICN1,-0.154431917079395,8.31760952590043e-05
DAG1,-0.0846279178965138,0.0317696608173324
BSN,0.0090625922860925,0.818448668167352
APEH,-0.133226850463346,0.000700275969275616
MST1,0.0239003562499902,0.544892510920568
RNF123,-0.123637963522742,0.00166910051788519
AMIGO3,NA,NA
GMPPB,0.0564346178844185,0.152571279520212
IP6K1,-0.00622644959130384,0.874689941453258
CDHR4,0.0529811821791508,0.179322851800428
FAM212A,0.355966778866122,1.13126330589516e-20
UBA7,0.00379343032980866,0.923457197720822
TRAIP,-0.222548684585854,1.14029412923642e-08
CAMKV,-0.0271140270942149,0.492166917359476
MST1R,-0.13741858332545,0.000470307318882878
MON1A,-0.131213679564458,0.000844437820402194
RBM6,-0.229318447098177,3.93821345226319e-09
RBM5,-0.151749850314982,0.000110676480482339
SEMA3F,0.000358911187370389,0.992746969795499
GNAT1,0.0232184410142203,0.556429884805284
SLC38A3,-0.0519586576988258,0.187875189603457
GNAI2,0.454374883010169,3.98323204536623e-34
SEMA3B,-0.115752623718837,0.0032645896813576
LSMEM2,0.063766316981881,0.105940983916206
IFRD2,-0.154645004583174,8.12931928315198e-05
HYAL3,-0.171956446691253,1.14390609956619e-05
NAT6,-0.282733770474677,2.6571214339906e-13
HYAL1,-0.00425017787310669,0.914274625070122
HYAL2,0.119783403728682,0.00232815037725518
TUSC2,-0.245750592290141,2.58985703898576e-10
RASSF1,0.0213897124461505,0.587944230355137
ZMYND10,0.0617146241268147,0.117678931628305
NPRL2,-0.181172783965154,3.70889451745254e-06
CYB561D2,-0.0676905125021261,0.086084378676495
XXcos-LUCA11.5,-0.0521980322659164,0.185846641235174
TMEM115,-0.328244941358681,1.21170134398793e-17
CACNA2D2,-0.134217589295756,0.000638039175366069
C3orf18,0.174166069812791,8.77811706130624e-06
HEMK1,-0.303174446420165,3.70281353450476e-15
CISH,-0.104433471843637,0.0079937983337664
MAPKAPK3,-0.13211884520196,0.000776520651514151
DOCK3,-0.0460825954955442,0.24288998793255
MANF,-0.00417693856249232,0.915746311426037
RBM15B,-0.285143497778162,1.63439314590382e-13
VPRBP,-0.188365573969587,1.47898462621989e-06
RAD54L2,-0.031375971628466,0.426682294153012
TEX264,-0.263038532289696,1.1853451541849e-11
GRM2,0.242656810507441,4.39066724703135e-10
IQCF6,-0.00797481782571571,0.839925922055334
IQCF3,0.0191968618441665,0.626782746155307
IQCF2,0.00185935273587042,0.962438743243469
IQCF5,NA,NA
IQCF1,0.098335772074231,0.0125359310939113
RRP9,-0.241641841488873,5.2126559484408e-10
PARP3,-0.0677596956652727,0.0857632781981927
GPR62,-0.0196251099589074,0.619111625058292
PCBP4,-0.213123950401204,4.73906121446618e-08
RP11-155D18.12,-0.0645249917444968,0.101842785838289
ABHD14B,-0.30980811327668,8.58541141415389e-16
ABHD14A,-0.139260143688557,0.000393439420166217
ABHD14A-ACY1,-0.175161158019594,7.78301339754367e-06
ACY1,-0.262588586510226,1.28817502907598e-11
RPL29,-0.316326974457552,1.96845042033588e-16
DUSP7,0.134719984729436,0.000608478963652379
POC1A,-0.177474179071733,5.86893054312781e-06
ALAS1,-0.138527973455346,0.00042247936767041
TLR9,-0.00235516524754523,0.952433308158181
RP11-330H6.5,NA,NA
TWF2,0.00987357786131639,0.802523444060891
PPM1M,0.409640044596628,1.8818366763943e-27
WDR82,-0.113194853879476,0.00402453838709555
GLYCTK,-0.103814162067199,0.00837619968101093
DNAH1,-0.143376489617548,0.000261939696392592
BAP1,-0.179970152954858,4.3102101476229e-06
PHF7,-0.159413161177715,4.83200874857343e-05
SEMA3G,0.185887920183965,2.03820767167995e-06
TNNC1,0.0151026050325462,0.702062055568369
NISCH,-0.0704297471286426,0.0740907217683368
STAB1,0.553036318994973,7.25132543474476e-53
NT5DC2,0.0781594856626472,0.0474070068611424
SMIM4,-0.262821402313909,1.23392462036107e-11
PBRM1,0.0357100743353121,0.36559883435743
GNL3,-0.348165169931551,8.65272654970778e-20
GLT8D1,-0.0880779986156743,0.0254060535527375
SPCS1,-0.198625743130983,3.74508389586272e-07
NEK4,-0.0561659602000905,0.154537033657105
ITIH1,-0.0393677259561624,0.318528313635038
ITIH3,0.142490091573484,0.000286185939825404
ITIH4,0.11586591838408,0.00323416372414271
RP5-966M1.6,0.140601320331836,0.000345013341918858
MUSTN1,0.0256289251451253,0.51618822245712
TMEM110-MUSTN1,0.14707693346239,0.000180012946758403
TMEM110,0.16341618474339,3.0860105421326e-05
SFMBT1,-0.11579575571662,0.0032529757894016
RP11-894J14.5,-0.0312639329900697,0.428336212309239
RFT1,-0.199796438411126,3.18689526127152e-07
PRKCD,-0.186690004245185,1.83805998179694e-06
TKT,-0.278382798640536,6.31445243507928e-13
DCP1A,-0.0396110298526252,0.315544302616468
CACNA1D,-0.171644928281765,1.18709777071979e-05
CHDH,-0.316337172851323,1.96386388765357e-16
IL17RB,-0.16730437851564,1.97608908143169e-05
ACTR8,-0.115780879213182,0.00325697724591087
SELK,-0.0837718832002715,0.0335449783468808
CACNA2D3,0.151755937502854,0.000110605342951386
LRTM1,0.0370374009153892,0.348038949954074
WNT5A,0.438756490973707,1.10788578537599e-31
ERC2,0.0296187694412328,0.453047248228505
CCDC66,-0.0442096377986075,0.26259316833063
FAM208A,0.0141387781129099,0.720251409205989
ARHGEF3,0.0581181079138212,0.140682988976983
SPATA12,-0.016035556444375,0.684615968284954
IL17RD,-0.087461226816285,0.0264554676069843
HESX1,-0.114756917544783,0.00354339439516735
APPL1,-0.0437544125625468,0.267543914571993
ASB14,0.14884375618735,0.000150023794418076
DNAH12,0.0609682543276672,0.122193195686418
PDE12,-0.0606980481850586,0.123860376722068
ARF4,0.0792803511462703,0.0443077537746299
DENND6A,0.0797411926248201,0.0430839305841877
SLMAP,0.116658508872174,0.00302841747634453
FLNB,-0.00706630722796858,0.857956049410304
DNASE1L3,0.0150822710929411,0.702444088315733
ABHD6,-0.195402930534259,5.81119121243173e-07
RPP14,-0.259675472934925,2.19907223113829e-11
PXK,0.133264619077704,0.000697803701612644
PDHB,-0.307661917432992,1.38324537046658e-15
KCTD6,-0.251164280458661,1.01049555656735e-10
ACOX2,-0.312244804916742,4.97188400775161e-16
FAM107A,0.181341318232608,3.63132886368129e-06
FAM3D,-0.251525817362944,9.48183970036783e-11
C3orf67,-0.157217055664902,6.15170617870339e-05
FHIT,-0.269584010310904,3.47115206999693e-12
PTPRG,0.146861160503343,0.000184038437851389
C3orf14,0.018425553100242,0.640700688693066
FEZF2,0.129322347399602,0.00100444139715537
CADPS,-0.175187141381068,7.75852999638531e-06
SYNPR,-0.0312929491139825,0.427907518586343
SNTN,-0.0823006909238185,0.0367939420209929
C3orf49,0.144200052596163,0.000241146800611253
THOC7,-0.368386623832548,3.93922088256301e-22
ATXN7,0.0931159371787773,0.0181001037412906
PSMD6,-0.181416084062661,3.59741794590952e-06
PRICKLE2,0.393510637896184,2.78667823686838e-25
ADAMTS9,0.387902865409464,1.48643605502564e-24
MAGI1,-0.0967341246150692,0.014055986558409
SLC25A26,-0.367548163744454,4.96446051597482e-22
LRIG1,-0.0569582866914807,0.148794270538235
KBTBD8,0.0649830468253185,0.0994300785714345
SUCLG2,-0.309932274423374,8.35075544830498e-16
FAM19A1,0.266914156654866,5.75167209600318e-12
FAM19A4,0.0331317147123545,0.401252910453539
EOGT,0.242032452189716,4.87996371415942e-10
TMF1,0.0156936850639967,0.690990052082548
UBA3,-0.0788488133185812,0.0454801657384684
ARL6IP5,0.0412863040022781,0.295496599727189
LMOD3,-0.124116367679972,0.00160052193246561
FRMD4B,0.170202622624049,1.40811933060585e-05
MITF,0.396717798039678,1.05426553142114e-25
FOXP1,0.0526202479833264,0.182308084275489
EIF4E3,0.215900100155947,3.13582372390536e-08
GPR27,0.120352849446788,0.00221775809160702
PROK2,0.535569007409443,4.38215534962744e-49
RYBP,0.0245532453678039,0.533958446972529
SHQ1,-0.0416538149407865,0.291215059855982
GXYLT2,0.315647852922417,2.29879339093911e-16
PPP4R2,-0.0385386659330458,0.328834340823261
EBLN2,0.146335554698721,0.000194200313046583
PDZRN3,0.14862508706968,0.00015346285575135
CNTN3,-0.147736075688892,0.000168221460424285
FRG2C,0.0854367374153909,0.0301667300608373
ZNF717,-0.0579932143855183,0.141539790800619
ROBO2,-0.0960295764038221,0.0147745226991842
ROBO1,0.26404369261269,9.83748653086015e-12
GBE1,0.138803720719851,0.000411315671225314
CADM2,0.040285654113755,0.307366463839207
VGLL3,0.455520502541733,2.60562162753179e-34
CHMP2B,0.00337787379855048,0.93182053857809
POU1F1,0.049778306972981,0.207107206320812
HTR1F,0.0794098212048423,0.0439610085176264
CGGBP1,-0.000990843377000008,0.97997843643744
ZNF654,0.105293089429508,0.00748887128382071
C3orf38,0.028433052822943,0.471344093001154
EPHA3,0.218570141624643,2.09695179022855e-08
PROS1,0.0840358957659184,0.0329886305283115
ARL13B,0.24150542184754,5.333970686278e-10
STX19,-0.37771373744263,2.86927599398315e-23
DHFRL1,-0.142904908090913,0.00027458917045286
NSUN3,0.0267644627629157,0.497766703073002
MTRNR2L12,-0.0191752787882777,0.627170436352292
EPHA6,0.0835555234539511,0.034006859451568
ARL6,0.111069054746492,0.00477435775429639
CRYBG3,0.237779637054043,9.94464250235139e-10
MINA,-0.235127081629436,1.53975901345366e-09
GABRR3,0.050166973185381,0.203578408563681
OR5AC2,0.0399126710067523,0.311870327026826
OR5H1,0.179984358177309,4.30259220686113e-06
OR5H14,0.024181318147232,0.540173616278165
OR5H15,0.081287749336208,0.039183180857221
OR5H6,NA,NA
OR5H2,0.135803067685044,0.000549025730237167
OR5K4,0.081287749336208,0.039183180857221
OR5K3,0.188232782279679,1.50478847539429e-06
OR5K1,0.0399126710067523,0.311870327026826
OR5K2,0.119186852578928,0.00244916234368856
CLDND1,0.0737716616044898,0.0613412109283548
CPOX,-0.0503916540174479,0.201558499371774
GPR15,0.0252847801835706,0.521840030900236
ST3GAL6,0.519829155516902,7.31997065891666e-46
DCBLD2,0.159394814258289,4.84183026472314e-05
COL8A1,0.419353091015201,8.11226863418972e-29
CMSS1,-0.23313109143648,2.13217271468251e-09
FILIP1L,0.296168933302236,1.66515709488009e-14
TMEM30C,0.147783638770555,0.000167399265915598
TBC1D23,0.0615098636470195,0.118904184439074
NIT2,-0.317857819638169,1.38552859865259e-16
TOMM70A,-0.210172155962136,7.30707290462959e-08
LNP1,-0.0427177421664348,0.27905578276228
TMEM45A,0.479696605607764,2.28363171955891e-38
GPR128,0.0442556738209338,0.262096046364596
TFG,-0.0883164012701413,0.0250101582040927
ABI3BP,0.198419410739066,3.85276086088797e-07
IMPG2,0.187280617564326,1.7028745042227e-06
SENP7,0.141800618525127,0.000306479173966586
TRMT10C,-0.230099090184392,3.47630070357277e-09
PCNP,-0.0366637394116022,0.352927344671479
ZBTB11,0.0554663476899451,0.159746095576026
RPL24,-0.3160859424513,2.07996952315813e-16
CEP97,0.218960210687506,1.97637624885473e-08
NXPE3,0.385716651146114,2.83021184109455e-24
NFKBIZ,0.340609315773571,5.88314668799781e-19
ZPLD1,0.197670147298213,4.26939692899839e-07
ALCAM,0.0868413269508765,0.0275476396948355
CBLB,0.116133027808696,0.00316344760526712
CCDC54,0.0320566414250806,0.416714360794353
BBX,0.217774388695814,2.36541460252998e-08
CD47,0.101788439664232,0.00974357322752226
IFT57,-0.20350486496177,1.89916333322601e-07
HHLA2,-0.130156954197892,0.000930663949905825
MYH15,0.013422548989899,0.733871831381752
KIAA1524,-0.0473489399048235,0.230170371813223
DZIP3,-0.150156257835624,0.000130856132775555
RETNLB,-0.192419984459214,8.67075547611519e-07
TRAT1,0.302130362101139,4.64484817031395e-15
GUCA1C,0.0752981789956749,0.0561521088142215
MORC1,0.138621002908217,0.000418681873902865
DPPA2,0.0124784475459648,0.751953471679498
DPPA4,0.118922693857167,0.00250455986874411
PVRL3,-0.0790091511208838,0.0450415464489319
CD96,0.3434754877122,2.86092400454091e-19
ZBED2,0.149772214300339,0.000136212041538518
PLCXD2,0.0678865554736136,0.0851769917923583
PHLDB2,0.344632962699192,2.13372653854473e-19
ABHD10,-0.111537017068728,0.00459923181559864
TAGLN3,-0.00428695371300935,0.91353575373547
TMPRSS7,-0.0251780916963055,0.523598574905625
C3orf52,0.0122470585582139,0.756406325762154
GCSAM,0.194772832550684,6.32703851923399e-07
SLC9C1,0.208373876448594,9.48375594485018e-08
CD200,0.174730300127016,8.1999005923167e-06
BTLA,0.252574644087934,7.87875502243645e-11
ATG3,-0.0313898781562369,0.426477264977529
SLC35A5,0.0915905312945635,0.0200891006966545
CCDC80,0.449076169200742,2.77794513935103e-33
CD200R1L,0.141458279786277,0.000317047407934023
CD200R1,0.209602724563329,7.93795798102542e-08
GTPBP8,-0.0312096829132989,0.429138389183417
C3orf17,-0.098645270966917,0.0122595432045987
BOC,0.237295921267141,1.07741302618021e-09
CFAP44,-0.0409098229514049,0.299926038503384
SPICE1,-0.0387870398053871,0.325724429709923
SIDT1,0.050024188837047,0.204869674401931
KIAA2018,0.115965592841258,0.00320760895435854
NAA50,-0.00844181662921338,0.830689837517804
ATP6V1A,0.196931842171019,4.72216865073846e-07
GRAMD1C,-0.0381865731412084,0.333275719334525
ZDHHC23,-0.250856667670139,1.06664335614312e-10
KIAA1407,-0.182125490297831,3.29037949992281e-06
QTRTD1,-0.238267333359153,9.17134422012685e-10
DRD3,0.0558817113011007,0.15663770418083
ZNF80,0.173428901934527,9.59230977292035e-06
TIGIT,0.35037318870589,4.89301937665504e-20
ZBTB20,0.202844572042438,2.08400136840695e-07
GAP43,0.0871695540401825,0.0269646134676903
LSAMP,0.250137434625495,1.21006027558844e-10
IGSF11,0.0258875212356151,0.511962296379521
C3orf30,0.199033890131186,3.54055895001332e-07
RP11-484M3.5,NA,NA
UPK1B,0.0435903316097203,0.269343951302518
B4GALT4,-0.190507954070863,1.11696563351655e-06
ARHGAP31,0.504225880633352,7.8891414843909e-43
TMEM39A,0.172452682221341,1.07817966923504e-05
POGLUT1,-0.000234797845153045,0.995255067804468
TIMMDC1,-0.151353000638937,0.000115408279987134
CD80,0.542275690936836,1.64460763025848e-50
ADPRH,0.324260184770673,3.12037451552071e-17
PLA1A,0.113371275491235,0.00396737910962152
POPDC2,0.0607919535947789,0.123278980686461
COX17,-0.332044643859955,4.85267032946953e-18
MAATS1,-0.0157548098483633,0.689848778246263
NR1I2,-0.408986408169879,2.31670664739256e-27
GSK3B,-0.127103632942542,0.00122763221377861
GPR156,-0.0113132001365936,0.774458241464146
LRRC58,0.061436948788911,0.119342895863215
FSTL1,0.528369691431222,1.37028516844964e-47
NDUFB4,-0.262616736487952,1.28149371076816e-11
HGD,-0.103765345331414,0.0084070252824733
RABL3,-0.0443205639823151,0.261396429338914
GTF2E1,-0.075803383144078,0.0545172252381986
STXBP5L,0.0335943950025452,0.394705926509845
POLQ,-0.0657859573653364,0.0953108899815325
ARGFX,0.0828808072080573,0.0354822153276241
FBXO40,0.169570143008032,1.51692771248447e-05
HCLS1,0.575734705260111,3.98241493210655e-58
GOLGB1,-0.0445753109353408,0.258662319703273
IQCB1,-0.256047401444345,4.2414720519853e-11
EAF2,0.104654374885965,0.00786121992765319
SLC15A2,0.0196658096898025,0.618384710539017
ILDR1,-0.347585126922605,1.00430535247521e-19
CD86,0.663432269293612,6.43075225635429e-83
CASR,0.0524550721130936,0.183686427726837
CSTA,0.084065246269205,0.0329272703722286
CCDC58,-0.369339238031197,3.02629946887304e-22
FAM162A,-0.35842736513637,5.88497992813083e-21
WDR5B,-0.212758697995757,5.00159664821121e-08
KPNA1,0.0202614560949968,0.607789120073016
PARP9,0.278150666048839,6.61007492733389e-13
DTX3L,0.0928051419976469,0.0184907919121546
PARP15,0.233273237739135,2.0835170994519e-09
PARP14,0.262851966942774,1.22697041678725e-11
HSPBAP1,-0.0153046313389389,0.698270491750904
DIRC2,-0.0322904633531857,0.413322082018194
SEMA5B,0.1518072089808,0.000110007867544715
PDIA5,0.0189566194143037,0.631103929219298
SEC22A,-0.0778939334891256,0.0481673440074173
ADCY5,-0.00728992420002249,0.853510946905601
PTPLB,-0.0916217345202031,0.020046581079732
MYLK,0.126147521875445,0.00133722252235545
CCDC14,-0.0634787691457087,0.107527939152578
ROPN1,0.0119645140196335,0.761854567407319
KALRN,-0.261509213420376,1.57169411642739e-11
UMPS,-0.314529027110341,2.96566486273559e-16
ITGB5,0.088121364107308,0.02533364014159
MUC13,-0.106428912689044,0.00686552550601167
HEG1,0.484791342641893,2.89383866946482e-39
SLC12A8,0.0388080040275871,0.325462810900853
ZNF148,0.0709193940512536,0.0720976336072961
SNX4,-0.214077336230733,4.11504526305486e-08
OSBPL11,-0.0371096177970781,0.347099154502002
ALG1L,-0.287657553972691,9.7945109580984e-14
ROPN1B,0.0311702361485824,0.429722221346001
SLC41A3,-0.240795026912138,6.01149952393993e-10
ALDH1L1,-0.103999176905805,0.00826028455627272
KLF15,-0.0787156895399918,0.0458470620056356
CCDC37,0.0805964098086225,0.0408882640474065
ZXDC,-0.218234310609389,2.20644342688417e-08
UROC1,-0.0325525897217498,0.409538627126441
CHST13,-0.031329133468785,0.427373268362344
C3orf22,-0.00640218411153876,0.871183600912408
TXNRD3,-0.0968968244852327,0.0138944965992215
CHCHD6,-0.23778163785078,9.94134402762974e-10
PLXNA1,0.103781967776829,0.00839651759892152
C3orf56,0.0191968618441665,0.626782746155307
TPRA1,-0.147301035986326,0.000175919593227879
MCM2,-0.0491079369552171,0.213297347028723
PODXL2,-0.191790247136326,9.42762467047831e-07
ABTB1,0.0123128619362462,0.755139175655404
MGLL,-0.195418979971879,5.79859531148543e-07
KBTBD12,-0.113466002151809,0.0039369927742388
SEC61A1,-0.0104547631597729,0.791160491246667
RUVBL1,-0.264904327348404,8.38092671397249e-12
EEFSEC,-0.233703799151097,1.94263263632996e-09
DNAJB8,0.0503368113453371,0.202050191575685
GATA2,-0.00822860324629119,0.834903858992598
RPN1,-0.0973435894618732,0.0134594291457351
RAB7A,-0.207735313697138,1.03979894553122e-07
ACAD9,-0.257132520979245,3.48863682669817e-11
KIAA1257,-0.122770853819957,0.00180031470811347
EFCC1,-0.0101598480190042,0.796921109617005
GP9,-0.0363647593953113,0.356869773093649
RAB43,0.0302209585848355,0.443910232614191
ISY1-RAB43,NA,NA
ISY1,-0.374361833590029,7.42805620747649e-23
CNBP,-0.222867648498044,1.08539901100803e-08
COPG1,-0.113507213379221,0.00392383901931361
HMCES,-0.398287169726319,6.52668823575913e-26
H1FX,-0.0335723025374674,0.395017064680857
EFCAB12,0.0676137597217299,0.0864417451558991
MBD4,-0.192353872534186,8.74738466218625e-07
IFT122,-0.145200300916093,0.000217970815443247
RHO,-0.00172408087165882,0.965169604140464
H1FOO,-0.00418664070195116,0.915551337895765
PLXND1,0.397731911282498,7.73577300954502e-26
TMCC1,-0.0404736675151997,0.305112523114593
TRH,0.207222103420237,1.11938858537736e-07
ALG1L2,-0.1367128714905,0.00050330502668038
COL6A5,0.116445718600316,0.00308245224052308
COL6A6,0.210723642852818,6.74241536232954e-08
PIK3R4,-0.100132134137255,0.0110054798362875
ATP2C1,-0.0780430673721121,0.0477390907304324
ASTE1,-0.253380070706475,6.83031683224484e-11
NEK11,-0.109640790961948,0.00534671053162049
NUDT16,-0.156738647810345,6.48121530325135e-05
MRPL3,-0.262321011188748,1.35340677056025e-11
CPNE4,0.102332952091015,0.00935777105271453
ACPP,0.0331824044215641,0.400532488009683
DNAJC13,0.0549190697676912,0.16391244200486
ACAD11,0.0888012306458162,0.024221454608376
NPHP3-ACAD11,-0.030030067950791,0.446795194280329
ACKR4,0.218615358721984,2.08261769388472e-08
UBA5,-0.0479327658308654,0.224468175863906
NPHP3,-0.0226096154762985,0.566830056401247
TMEM108,0.283280741544612,2.3805879984785e-13
BFSP2,0.105093294435394,0.00760361258078558
CDV3,-0.0862266351631204,0.0286687277311412
TOPBP1,-0.144565879406964,0.000232415235326969
TF,0.0161923065105714,0.681700855338298
SRPRB,-0.144191430821398,0.000241356241572002
RAB6B,0.0577197669995628,0.14342967074894
SLCO2A1,0.138148466077931,0.000438305883643707
RYK,-0.0672428250254499,0.0881857251313611
AMOTL2,0.00896971313572575,0.820277436875596
ANAPC13,-0.281164696628692,3.63699211834282e-13
CEP63,-0.145787386374761,0.000205357254620918
EPHB1,-0.0185021871840307,0.639312098912898
KY,0.130747086198881,0.000881556435073697
PPP2R3A,0.0844924354809451,0.0320451647026432
MSL2,-0.133656767428162,0.000672608255043833
PCCB,-0.0616530766097298,0.118046178255329
STAG1,0.136034328820838,0.000537051656670247
SLC35G2,0.253034642958314,7.26214211579182e-11
NCK1,0.077538893826789,0.0491998490060677
IL20RB,0.0796024842152007,0.0434492536994966
SOX14,-0.0331225857772859,0.40138273696358
CLDN18,0.113774137467676,0.00383960232766454
DZIP1L,0.434080772483104,5.64785157369157e-31
A4GNT,0.0999493206788348,0.0111532774221064
DBR1,-0.0574699717209952,0.145172906705445
ARMC8,0.0570540276414022,0.148111497995944
NME9,0.175914703098359,7.10205094891985e-06
MRAS,0.0262994253893644,0.505268415284033
ESYT3,-0.0241348110890647,0.540953314585514
CEP70,-0.0430676749199878,0.275132901364847
FAIM,-0.0411366033019,0.2972526221019
PIK3CB,-0.034606721865001,0.380607968730181
FOXL2,0.0924992584757442,0.0188824748914529
FOXL2NB,0.0254726702133963,0.518750428229278
PRR23A,0.0453174664736751,0.250809988396709
MRPS22,-0.196619201522605,4.9275190272128e-07
PRR23B,0.011085353018371,0.778881574872324
PRR23C,0.103214705441056,0.00876180532413052
COPB2,-0.0459056773566634,0.244705524609818
RBP2,-0.062255664249772,0.114488984344813
RBP1,0.0716327457379854,0.0692725698497939
NMNAT3,-0.159303729895544,4.89086995011696e-05
CLSTN2,0.0344992638868242,0.382089651842135
TRIM42,0.049199571146335,0.212443430726404
SLC25A36,0.0407460589030762,0.301866498590435
SPSB4,0.123354309070574,0.00171102524506027
PXYLP1,-0.1993541696636,3.38763968671517e-07
ZBTB38,-0.0695219493672862,0.0779046508877842
RASA2,0.0636478893215479,0.106592318330594
RNF7,-0.311568506875379,5.78878169168095e-16
GRK7,0.0503282941021713,0.202126631140337
ATP1B3,-0.216491617654381,2.86964186682279e-08
TFDP2,-0.283925827187904,2.09055136195539e-13
GK5,-0.12315334260893,0.00174131095363912
XRN1,0.234882479284678,1.60267787658996e-09
ATR,-0.0774928110615201,0.049335212843
PLS1,-0.175107711208328,7.83360674228456e-06
TRPC1,0.310999094603598,6.57779412887645e-16
PCOLCE2,0.101657383601204,0.00983851600577434
PAQR9,-0.00686806002278545,0.861900612332629
U2SURP,-0.111100809483381,0.00476228641790327
CHST2,0.547700864975735,1.09421695103676e-51
SLC9A9,0.420121294957387,6.29842361899256e-29
C3orf58,0.0559106259923666,0.156423035471905
PLOD2,0.24363475913883,3.71879117842012e-10
PLSCR4,0.174669750098974,8.26016665517526e-06
PLSCR2,0.0511995421552372,0.194415988644066
PLSCR1,0.0235403517679582,0.550968665610747
PLSCR5,0.303940040120819,3.13398157047171e-15
ZIC4,0.0301955613033114,0.444293452806352
ZIC1,0.0255602772298733,0.517313076577395
AGTR1,0.106424824619386,0.00686768303999316
CPB1,-0.00807165661342257,0.838008837300054
CPA3,0.31152796315561,5.84174250877642e-16
GYG1,0.0352039033896694,0.372438061512142
HLTF,0.0372591424662175,0.345158439888902
HPS3,-0.00404567868383984,0.918384593199488
CP,0.110240045852299,0.00509943707453243
TM4SF18,0.224004208802446,9.09861246518e-09
TM4SF1,-0.00367127862258986,0.925914744751587
TM4SF4,0.013249682779348,0.737171947496664
WWTR1,0.287803923179982,9.50533093993283e-14
COMMD2,0.0362129664199611,0.358881906967847
ANKUB1,0.232938938083164,2.19970407728523e-09
RNF13,0.154458968519558,8.29348024302679e-05
PFN2,-0.0439783996924377,0.265100026847602
TSC22D2,0.0242028459971116,0.539812888422731
SERP1,-0.015780521988994,0.689368911433952
EIF2A,-0.198466302912932,3.82803098895453e-07
SELT,0.0620435938482687,0.115731155101762
ERICH6,0.169488489386335,1.53154441245896e-05
SIAH2,-0.115442112425634,0.00334931766202811
RP11-166N6.3,0.127514582809133,0.00118312266658687
CLRN1,0.100851238611669,0.0104408198311856
