genes,cor.cor,p.value
LACTBL1,0.0294825086288039,0.455129333063661
C1orf234,-0.00386765391482454,0.921964261927678
KDM1A,-0.101971548978544,0.00961228521906802
LUZP1,0.0694350579512045,0.0782779233580421
HTR1D,-0.0553168395653353,0.160876264290308
HNRNPR,-0.0332381430140339,0.399741204570477
ZNF436,0.17334041172437,9.6947505715044e-06
TCEA3,-0.277275049533273,7.85219426093929e-13
ASAP3,0.0640731093031397,0.104268313319838
E2F2,-0.102279611835897,0.00939495398638425
ID3,-0.09357128177738,0.0175407363740676
MDS2,-0.0814385715100347,0.0388193149198305
RPL11,-0.38485223907785,3.64602372961736e-24
TCEB3,-0.0363081556639881,0.357619269037763
PITHD1,-0.173071628814048,1.0012338950996e-05
LYPLA2,-0.272318300520378,2.05745085502461e-12
GALE,-0.306862570997907,1.65049258396905e-15
HMGCL,-0.207830987670512,1.02557864850136e-07
FUCA1,-0.136437614275284,0.000516749617921916
CNR2,0.0544819175880146,0.167298690752731
PNRC2,-0.1934502231097,7.55680257331635e-07
SRSF10,-0.0579393628900344,0.141910457830855
MYOM3,-0.149284971536094,0.000143303908851582
IL22RA1,-0.170836298555454,1.30657839437792e-05
IFNLR1,-0.224440931081645,8.50016342760743e-09
GRHL3,-0.0437591485037637,0.267492082105852
STPG1,-0.146785375995638,0.000185472207274376
NIPAL3,-0.102166520781466,0.00947422379870638
RCAN3,-0.183873918640397,2.6370218359319e-06
NCMAP,-0.139904651699356,0.000369427321173141
SRRM1,-0.0402465357799085,0.307836800573328
CLIC4,0.418023539763433,1.25515627616609e-28
RUNX3,0.211677066133695,5.86419382278248e-08
SYF2,-0.294568286346418,2.33426406171694e-14
RSRP1,-0.14416483904586,0.000242003284326164
RHD,0.0701172781589401,0.075385936832504
TMEM50A,-0.0433855182608528,0.271602450580172
RHCE,0.050048996702873,0.20464489979132
TMEM57,-0.192230400055497,8.89224515582703e-07
LDLRAP1,-0.222243477909671,1.19533606250412e-08
MAN1C1,0.195107748544621,6.04760271445316e-07
SEPN1,0.0598942453795636,0.128924671851355
RP1-317E23.6,-0.0194105985072454,0.622949021627316
MTFR1L,-0.143872759027215,0.000249217963855823
AUNIP,-0.123049711115194,0.00175711969979766
PAQR7,-0.0423070576312348,0.283707905434679
STMN1,-0.218742861254864,2.04270782376981e-08
PAFAH2,-0.203175441362803,1.9893112636018e-07
EXTL1,0.106346801177889,0.00690897762036476
SLC30A2,-0.0366992510879008,0.352460911509005
TRIM63,-0.00948947487550064,0.810056264192146
PDIK1L,-0.0988646498461713,0.0120669097072836
FAM110D,0.360169540462541,3.69222340981506e-21
ZNF593,-0.159197645742961,4.94857762755563e-05
CNKSR1,-0.283176518780748,2.4310087683588e-13
CATSPER4,0.000414752522436229,0.991618542926307
CEP85,-0.0647506817305628,0.100648264019618
SH3BGRL3,-0.0572012893401379,0.147065972154431
UBXN11,-0.0835069689294332,0.0341112547717932
CD52,0.286587782475882,1.21865088554816e-13
AIM1L,-0.0489776020150452,0.214516159548911
ZNF683,0.205027311769644,1.53125977605793e-07
LIN28A,0.0038746641396664,0.921823272113218
DHDDS,0.0179532211782593,0.649286788937548
HMGN2,-0.146648950121753,0.000188079689871939
RPS6KA1,-0.180951234299026,3.81327315629298e-06
ARID1A,0.0209717145031532,0.595261518930179
PIGV,-0.211219256770441,6.27112716844903e-08
ZDHHC18,0.170966148105631,1.28664994648842e-05
SFN,-0.00414264065603653,0.916435600264016
GPN2,-0.0432737247142924,0.272840653886177
GPATCH3,-0.103088126314625,0.00884522390488234
NUDC,-0.228869250265396,4.23046566994557e-09
NR0B2,-0.126953431234874,0.00124428178927139
KDF1,-0.223390870309259,1.00085341939028e-08
TRNP1,0.0740119131619029,0.0604991791845551
FAM46B,0.127131799057962,0.0012245330026027
SLC9A1,-0.0428118370367583,0.277997231563062
WDTC1,-0.147553872391491,0.000171406297512146
TMEM222,-0.10610088657485,0.00704058999210304
SYTL1,-0.0580626911238918,0.141062670116237
MAP3K6,0.137912012338693,0.000448444029895708
FCN3,0.369342318493409,3.02371621089548e-22
CD164L2,0.00711328131615053,0.857021911385071
GPR3,0.147057549296125,0.000180371175656836
WASF2,0.00849311627594766,0.82967665363434
AHDC1,0.116894051039443,0.00296961144688963
FGR,0.715153235202864,6.08732512896449e-102
IFI6,0.127397426151637,0.00119565774812707
FAM76A,-0.0217684994542695,0.581349411753799
STX12,0.202042007350771,2.33208564575901e-07
PPP1R8,-0.0688102189008793,0.0810051057778465
THEMIS2,0.651901986378427,3.4838684222902e-79
RPA2,-0.0186770933968484,0.636147569513931
SMPDL3B,-0.181535626038362,3.5438268050919e-06
XKR8,0.0666064577511301,0.0912434909320912
EYA3,0.0549152174768294,0.163942055717225
PTAFR,0.57916503455007,5.87491907202284e-59
DNAJC8,-0.0650665980202941,0.0989949367935384
ATPIF1,-0.240398052009124,6.42586105676266e-10
SESN2,-0.0911222303040905,0.0207367354251436
MED18,-0.0178916380038035,0.650409719561825
PHACTR4,-0.10084935363042,0.0104422657091053
RCC1,-0.143819910682742,0.000250544685776924
TRNAU1AP,0.0746426229665744,0.0583340585741912
TAF12,-0.137015055132616,0.000488920310972396
RAB42,0.36766265519052,4.81029230414697e-22
GMEB1,0.0951796984467484,0.0156840937310444
YTHDF2,-0.197440601749268,4.40549116368075e-07
OPRD1,0.0607259705024412,0.123687278851705
EPB41,-0.16989225161593,1.4605514110164e-05
TMEM200B,0.245609670412675,2.6533015032582e-10
SRSF4,-0.210119094839026,7.36375005853368e-08
MECR,-0.25180536886767,9.02587638849684e-11
PTPRU,0.17906460266922,4.82335921866919e-06
MATN1,0.0159104450698945,0.686946060679797
LAPTM5,0.68630715109553,7.68047629172776e-91
SDC3,0.0348079787622165,0.37784242948584
PUM1,-0.0716632270094285,0.0691539058225678
NKAIN1,0.0139908962003995,0.723056576339262
SNRNP40,-0.00538073567867553,0.891597187073359
ZCCHC17,-0.129427885753309,0.00099482255099827
FABP3,-0.017409228966034,0.659233389622822
SERINC2,-0.128016449608312,0.00113078484113226
TINAGL1,-0.085044353724415,0.0309354881564086
HCRTR1,0.0811617458483402,0.0394893820140228
PEF1,-0.095121136422386,0.0157485413717734
COL16A1,0.240869389808696,5.936826499575e-10
BAI2,0.206532845246814,1.23558366279432e-07
SPOCD1,0.502839706979543,1.44186096288598e-42
PTP4A2,-0.0366027660323581,0.353729116339685
KHDRBS1,-0.246143481429605,2.42067933367513e-10
TMEM39B,-0.0528359937764778,0.180519294423689
KPNA6,0.0359224977280532,0.362752085011812
TXLNA,0.00879640505004103,0.823692433182673
CCDC28B,0.0487275720906515,0.216868292946363
IQCC,-0.220937118499149,1.46146107028419e-08
DCDC2B,0.158783515003336,5.18007861066302e-05
TMEM234,-0.247506458202072,1.91321992566982e-10
EIF3I,-0.252706726654563,7.69665838215385e-11
FAM167B,0.293082331058914,3.18794420174052e-14
LCK,0.107634729858302,0.00625503789213865
HDAC1,-0.316861912677051,1.74153310580027e-16
MARCKSL1,-0.313396893173669,3.83340146568589e-16
TSSK3,0.046477327904345,0.238873348691071
FAM229A,-0.094004863436604,0.0170222159013679
BSDC1,-0.202132717762531,2.30267949358506e-07
RP1-27O5.3,NA,NA
ZBTB8B,0.123450360405262,0.00169672165744812
ZBTB8A,0.0948269987251129,0.0160757678037891
ZBTB8OS,-0.207354844447899,1.09825650426435e-07
RBBP4,-0.0470588514206893,0.233041551566366
SYNC,0.324427557600304,2.99966931981668e-17
KIAA1522,-0.233141989495684,2.12840363478223e-09
YARS,-0.180804240419017,3.88407030167944e-06
S100PBP,0.193876244177936,7.1375543633794e-07
FNDC5,-0.0624555237014984,0.113327941688957
HPCA,-0.0527050814495351,0.181603155527214
TMEM54,-0.143089904778018,0.000269560312463465
RNF19B,0.249267241915254,1.40885158468499e-10
FKSG48,0.146794844636119,0.000185292498850404
AK2,-0.160735476648716,4.1717157265383e-05
AZIN2,0.0729780686067274,0.0641916616286031
TRIM62,0.0763401359086277,0.0528238465817533
ZNF362,0.0247254045780286,0.53109379319944
A3GALT2,0.044771061212873,0.25657488037278
PHC2,0.000653897351583928,0.986786184794533
ZSCAN20,0.0190693262167591,0.629075120236107
CSMD2,0.334821584708115,2.46605525887882e-18
HMGB4,0.277669720232506,7.26634456016117e-13
C1orf94,-0.00688249564955664,0.861613266627528
SMIM12,0.0803254575954075,0.0415734287541793
GJB5,0.0837787121209192,0.0335304876659266
GJB4,0.11433547260491,0.00366777972589623
GJB3,0.0326860795504643,0.407619797833509
GJA4,0.445982631919534,8.49890392119388e-33
DLGAP3,0.0427687287906977,0.278481852965384
RP11-244H3.4,0.0487338491703479,0.216809016248967
ZMYM6NB,-0.148148729771447,0.000161212593936482
ZMYM6,-0.0457586654673982,0.246221375080479
ZMYM1,0.0186018160089506,0.637508734725702
SFPQ,-0.186425659584476,1.90184475181873e-06
ZMYM4,0.0510237978910911,0.195953747104513
KIAA0319L,-0.211856208633528,5.71201099782344e-08
NCDN,0.041712441327246,0.290535924749135
TFAP2E,-0.00245149329324483,0.950490238438766
PSMB2,-0.0916401903226395,0.0200214688595947
C1orf216,0.259529784903716,2.25829254101028e-11
CLSPN,0.094676259133389,0.0162457642047196
AGO4,0.126299461129074,0.00131922578278165
AGO1,0.137348953797548,0.00047347120756916
AGO3,0.180191993476419,4.19270051622908e-06
TEKT2,-0.0246072031482866,0.533059776125404
ADPRHL2,-0.0925501184914742,0.0188168512742996
COL8A2,0.321537520103046,5.90771622367366e-17
TRAPPC3,-0.079636034354422,0.0433606525347352
MAP7D1,0.332427748044044,4.42182855697338e-18
THRAP3,-0.0584310835265019,0.138553376603093
SH3D21,-0.0415180026370504,0.292792413920171
EVA1B,0.298685016166664,9.74985685200261e-15
STK40,-0.168592619744674,1.70096383711634e-05
LSM10,0.0529834801197593,0.179303962742772
OSCP1,-0.10576008434586,0.00722669869062969
MRPS15,-0.159308440341162,4.88832237702225e-05
CSF3R,0.780790072149373,2.93666033923978e-133
GRIK3,0.0553467362930187,0.16064978682095
ZC3H12A,0.0748107997100046,0.057767705884317
MEAF6,-0.216202917432245,2.99670274094335e-08
SNIP1,0.00305181582441088,0.938387972666262
DNALI1,0.0497033373607074,0.207792938739104
GNL2,-0.280238756472513,4.37310213577866e-13
RSPO1,0.184148729884524,2.54636753950984e-06
C1orf109,-0.12997572702794,0.000946244738091954
CDCA8,-0.130049529683671,0.000939870773179836
EPHA10,-0.146628540007472,0.000188472727937746
MANEAL,-0.10672918243697,0.00670870563716162
YRDC,-0.128209860175439,0.00111119119378991
C1orf122,0.0364250378574285,0.356072705968939
MTF1,0.169951759636311,1.45035671869862e-05
INPP5B,0.146973028282412,0.000181940994207854
SF3A3,-0.165497002619933,2.43411625222725e-05
FHL3,0.262067823122465,1.41809717854414e-11
UTP11L,-0.066499271784467,0.0917667936994429
POU3F1,0.0268088692210567,0.497053470391306
RRAGC,0.0653025152448473,0.0977744420070217
MYCBP,-0.13955440775062,0.000382301136077464
RP5-864K19.6,0.0882742467113493,0.0250797704461189
GJA9,0.0292315906221546,0.458977423479557
RHBDL2,-0.158006295371048,5.64245020475319e-05
AKIRIN1,-0.00529253088658431,0.893363519961673
NDUFS5,-0.174425612134472,8.5074718954888e-06
MACF1,0.246451625249017,2.29557493294609e-10
BMP8A,0.313408495648309,3.82335326120022e-16
PABPC4,-0.219068579442105,1.94408809495407e-08
HEYL,0.232371892901772,2.41133273470554e-09
NT5C1A,-0.00754467679513794,0.848452580502085
HPCAL4,0.0392266146637089,0.320267399146597
PPIE,-0.171758470285689,1.17117848820017e-05
BMP8B,0.0442763716193997,0.261872751813953
OXCT2,-0.0525313400945677,0.183049040178449
TRIT1,-0.165110622362137,2.54432461866951e-05
MYCL,-0.211897028969148,5.67787178440906e-08
MFSD2A,-0.0937632517375994,0.0173094792591999
CAP1,0.0544852369333721,0.167272782513502
PPT1,0.302289104350361,4.48776795640043e-15
RLF,0.179089001437054,4.80879839639401e-06
TMCO2,0.00502518311992531,0.898720444419504
ZMPSTE24,-0.0937230470561127,0.0173576898721915
COL9A2,-0.12513222234661,0.00146340086217672
SMAP2,0.386118466490677,2.51521038929895e-24
ZFP69B,-0.139912583232898,0.000369140521755478
ZFP69,-0.204274680110717,1.70359752627501e-07
EXO5,-0.202841259309149,2.08497104930946e-07
ZNF684,-0.0338763816328744,0.390747584140714
RIMS3,0.0327235936053883,0.407081521621933
NFYC,-0.0914742945751328,0.0202481845093171
KCNQ4,-0.113888605638119,0.00380398299058487
CITED4,0.0223873126139941,0.570650547692589
CTPS1,-0.0470260977405551,0.233367319668047
SLFNL1,0.0897310226893007,0.022768934562087
SCMH1,-0.275317520086707,1.15137635321856e-12
FOXO6,-0.124037014439093,0.00161171507470461
EDN2,-0.0778021704456194,0.0484324477674884
HIVEP3,0.380385969673699,1.33343294449751e-23
GUCA2B,0.0527543584745397,0.181194612722359
GUCA2A,-0.0215295213795596,0.585506089802184
FOXJ3,-0.0394378152773371,0.317666815673556
RIMKLA,-0.0742901441422259,0.0595360040010107
ZMYND12,0.0309920142481439,0.432365727568782
PPCS,-0.22206046591303,1.22956716227748e-08
CCDC30,0.0347441754325087,0.378717832501752
PPIH,-0.288482939503578,8.26966917098663e-14
YBX1,-0.140527777942066,0.00034751760195505
CLDN19,-0.0158421208166997,0.688219797052877
P3H1,0.502870965427888,1.42242991157128e-42
C1orf50,-0.137455533226941,0.00046863635869564
CCDC23,-0.267766435885421,4.89831248764048e-12
ERMAP,-0.0421268666357956,0.285765504412134
ZNF691,-0.124601388435691,0.00153364498211873
SLC2A1,0.104159751799221,0.00816084448780806
FAM183A,-0.176459707179842,6.64538150205439e-06
EBNA1BP2,-0.22123077652831,1.39704561239433e-08
CFAP57,0.0991955031957879,0.0117814534559671
TMEM125,-0.0781330244663175,0.0474823169087655
C1orf210,-0.219331649310345,1.86781852735138e-08
TIE1,0.441081187366325,4.88281204109239e-32
MPL,0.0645581689251669,0.10166648450527
