"","myAUC","avg_diff","power","avg_logFC","pct.1","pct.2","cluster","gene"
"SF3A1",0.887,0.655888562019921,0.774,0.655888562019921,0.938,0.296,"OO","SF3A1"
"C18orf25",0.887,0.654353233943286,0.774,0.654353233943286,0.837,0.062,"OO","C18orf25"
"PPM1G",0.887,0.633338197859111,0.774,0.633338197859111,0.947,0.278,"OO","PPM1G"
"SNRPB2",0.887,0.55914147541172,0.774,0.55914147541172,0.981,0.381,"OO","SNRPB2"
"ARFRP1",0.887,0.524252772852773,0.774,0.524252772852773,0.911,0.185,"OO","ARFRP1"
"CNKSR2",0.886,1.19050548911073,0.772,1.19050548911073,0.789,0.015,"OO","CNKSR2"
"CDCP1",0.886,1.13057499387144,0.772,1.13057499387144,0.797,0.023,"OO","CDCP1"
"BUD13",0.886,1.00707938610894,0.772,1.00707938610894,0.864,0.135,"OO","BUD13"
"RGMB",0.886,0.958995190157128,0.772,0.958995190157128,0.854,0.081,"OO","RGMB"
"UBIAD1",0.886,0.929864926843536,0.772,0.929864926843536,0.823,0.052,"OO","UBIAD1"
"TMEM50A",0.886,0.885806727878695,0.772,0.885806727878695,0.993,0.636,"OO","TMEM50A"
"AGPAT4",0.886,0.847444722462435,0.772,0.847444722462435,0.806,0.029,"OO","AGPAT4"
"CAMK1",0.886,0.802969384988167,0.772,0.802969384988167,0.801,0.027,"OO","CAMK1"
"TOP2B",0.886,0.767633673264787,0.772,0.767633673264787,0.945,0.262,"OO","TOP2B"
"USP9X",0.886,0.764333429620505,0.772,0.764333429620505,0.983,0.438,"OO","USP9X"
"C12orf4",0.886,0.735111061702946,0.772,0.735111061702946,0.813,0.039,"OO","C12orf4"
"PAPLN",0.886,0.724949251381164,0.772,0.724949251381164,0.799,0.028,"OO","PAPLN"
"POLD2",0.886,0.688415582033299,0.772,0.688415582033299,0.964,0.286,"OO","POLD2"
"CARNMT1",0.886,0.660394863879928,0.772,0.660394863879928,0.83,0.06,"OO","CARNMT1"
"ENSMFAG00000034361",0.886,0.659519107304709,0.772,0.659519107304709,0.844,0.073,"OO","ENSMFAG00000034361"
"COPS6",0.886,0.657096024740087,0.772,0.657096024740087,0.986,0.559,"OO","COPS6"
"APEX2",0.886,0.63129517248151,0.772,0.63129517248151,0.821,0.051,"OO","APEX2"
"CIPC",0.886,0.627433241888573,0.772,0.627433241888573,0.844,0.066,"OO","CIPC"
"NAE1",0.886,0.623191947279246,0.772,0.623191947279246,0.976,0.35,"OO","NAE1"
"ABCB1",0.886,0.552097326125036,0.772,0.552097326125036,0.842,0.067,"OO","ABCB1"
"PLXNA4",0.885,2.96243028960862,0.77,2.96243028960862,0.77,0,"OO","PLXNA4"
"CNNM2",0.885,2.3615552894757,0.77,2.3615552894757,0.778,0.007,"OO","CNNM2"
"LRR1",0.885,2.32946154327204,0.77,2.32946154327204,0.785,0.015,"OO","LRR1"
"PLIN5",0.885,1.98889059048241,0.77,1.98889059048241,0.773,0.003,"OO","PLIN5"
"IGFALS",0.885,1.97247479926902,0.77,1.97247479926902,0.773,0.003,"OO","IGFALS"
"STPG1",0.885,1.92845519526835,0.77,1.92845519526835,0.775,0.006,"OO","STPG1"
"JAM3",0.885,1.64632604481261,0.77,1.64632604481261,0.778,0.008,"OO","JAM3"
"DAW1",0.885,1.59896362533815,0.77,1.59896362533815,0.787,0.02,"OO","DAW1"
"DNAH10",0.885,1.49904380695044,0.77,1.49904380695044,0.785,0.012,"OO","DNAH10"
"SLC25A39",0.885,1.2246589254987,0.77,1.2246589254987,0.921,0.19,"OO","SLC25A39"
"BYSL",0.885,1.19568365726636,0.77,1.19568365726636,0.811,0.045,"OO","BYSL"
"PREP",0.885,1.11835108018301,0.77,1.11835108018301,0.852,0.09,"OO","PREP"
"ZDHHC4",0.885,1.09055984551717,0.77,1.09055984551717,0.821,0.038,"OO","ZDHHC4"
"NAT10",0.885,0.797987520243831,0.77,0.797987520243831,0.844,0.082,"OO","NAT10"
"FASTKD1",0.885,0.761635880069644,0.77,0.761635880069644,0.818,0.047,"OO","FASTKD1"
"TMEM86B",0.885,0.705752207127802,0.77,0.705752207127802,0.876,0.117,"OO","TMEM86B"
"PSMA5",0.885,0.702599104762619,0.77,0.702599104762619,0.981,0.441,"OO","PSMA5"
"PLAGL2",0.885,0.663439466151807,0.77,0.663439466151807,0.833,0.077,"OO","PLAGL2"
"AKAP1",0.885,0.659010330675842,0.77,0.659010330675842,0.933,0.208,"OO","AKAP1"
"ACOT2",0.885,0.635837048106497,0.77,0.635837048106497,0.864,0.106,"OO","ACOT2"
"SIPA1",0.885,0.616020701545198,0.77,0.616020701545198,0.84,0.077,"OO","SIPA1"
"ATXN7L1",0.885,0.575996530780003,0.77,0.575996530780003,0.828,0.051,"OO","ATXN7L1"
"PAGR1",0.885,0.573436442887743,0.77,0.573436442887743,0.89,0.129,"OO","PAGR1"
"GRM5",0.884,1.83668048267259,0.768,1.83668048267259,0.768,0.001,"OO","GRM5"
"GLT1D1",0.884,1.82699727799723,0.768,1.82699727799723,0.775,0.009,"OO","GLT1D1"
"SLC38A8",0.884,1.65771392777054,0.768,1.65771392777054,0.775,0.008,"OO","SLC38A8"
"KYNU",0.884,1.42605388786214,0.768,1.42605388786214,0.816,0.058,"OO","KYNU"
"ENSMFAG00000042130",0.884,1.38856836668764,0.768,1.38856836668764,0.775,0.007,"OO","ENSMFAG00000042130"
"DAB2IP",0.884,1.01549035406212,0.768,1.01549035406212,0.835,0.081,"OO","DAB2IP"
"SERPINB7",0.884,0.973106633782079,0.768,0.973106633782079,0.88,0.155,"OO","SERPINB7"
"RPUSD4",0.884,0.951360830212838,0.768,0.951360830212838,0.833,0.057,"OO","RPUSD4"
"MFF",0.884,0.782935781732367,0.768,0.782935781732367,0.971,0.377,"OO","MFF"
"TDRD7",0.884,0.770162647950535,0.768,0.770162647950535,0.804,0.035,"OO","TDRD7"
"CCDC12",0.884,0.730859632147099,0.768,0.730859632147099,0.95,0.27,"OO","CCDC12"
"VPS35",0.884,0.680083712248805,0.768,0.680083712248805,0.971,0.283,"OO","VPS35"
"ATIC",0.884,0.626115281626858,0.768,0.626115281626858,0.89,0.16,"OO","ATIC"
"TEX2",0.884,0.581167249255381,0.768,0.581167249255381,0.849,0.097,"OO","TEX2"
"LIN7C",0.884,0.581073579006624,0.768,0.581073579006624,0.933,0.297,"OO","LIN7C"
"NDUFA10",0.884,0.550287031301596,0.768,0.550287031301596,0.952,0.302,"OO","NDUFA10"
"SNX11",0.884,0.543623264234465,0.768,0.543623264234465,0.854,0.093,"OO","SNX11"
"KIAA1324L",0.883,1.9596086781708,0.766,1.9596086781708,0.775,0.008,"OO","KIAA1324L"
"CBX8",0.883,1.5183706082403,0.766,1.5183706082403,0.799,0.036,"OO","CBX8"
"RBBP4",0.883,1.19310689058771,0.766,1.19310689058771,0.871,0.16,"OO","RBBP4"
"ENSMFAG00000002442",0.883,0.960228168341406,0.766,0.960228168341406,0.974,0.45,"OO","ENSMFAG00000002442"
"DPF2",0.883,0.74548042154614,0.766,0.74548042154614,0.914,0.229,"OO","DPF2"
"SPIRE1",0.883,0.695823397063166,0.766,0.695823397063166,0.842,0.099,"OO","SPIRE1"
"ATP6V1E1",0.883,0.628734611051095,0.766,0.628734611051095,0.974,0.438,"OO","ATP6V1E1"
"ALG3",0.883,0.583881732696869,0.766,0.583881732696869,0.895,0.188,"OO","ALG3"
"YWHAH",0.883,0.528773752073647,0.766,0.528773752073647,0.978,0.356,"OO","YWHAH"
"ENSMFAG00000040017",0.883,0.520495825606485,0.766,0.520495825606485,0.816,0.048,"OO","ENSMFAG00000040017"
"ERH",0.883,0.513390176277466,0.766,0.513390176277466,0.923,0.221,"OO","ERH"
"DNAJB11",0.883,0.500434167089386,0.766,0.500434167089386,0.983,0.414,"OO","DNAJB11"
"COL28A1",0.882,2.17735882997439,0.764,2.17735882997439,0.768,0.004,"OO","COL28A1"
"MED12L",0.882,1.54157085833191,0.764,1.54157085833191,0.778,0.011,"OO","MED12L"
"DUSP7",0.882,1.42913346117058,0.764,1.42913346117058,0.83,0.073,"OO","DUSP7"
"ARHGEF28",0.882,1.19524034204141,0.764,1.19524034204141,0.821,0.061,"OO","ARHGEF28"
"SPINT2",0.882,1.07175901564823,0.764,1.07175901564823,0.993,0.606,"OO","SPINT2"
"PLD5",0.882,1.06431264494425,0.764,1.06431264494425,0.804,0.04,"OO","PLD5"
"DENND1A",0.882,0.925426356203738,0.764,0.925426356203738,0.782,0.014,"OO","DENND1A"
"EIF2S2",0.882,0.832486293363443,0.764,0.832486293363443,1,0.521,"OO","EIF2S2"
"PHF7",0.882,0.723043238258597,0.764,0.723043238258597,0.813,0.053,"OO","PHF7"
"ENSMFAG00000042982",0.882,0.697306068394555,0.764,0.697306068394555,0.876,0.139,"OO","ENSMFAG00000042982"
"ENSMFAG00000030164",0.882,0.659524549447688,0.764,0.659524549447688,0.794,0.028,"OO","ENSMFAG00000030164"
"ENSMFAG00000029793",0.882,0.61108207014453,0.764,0.61108207014453,0.964,0.385,"OO","ENSMFAG00000029793"
"RUFY1",0.882,0.576413605196294,0.764,0.576413605196294,0.83,0.073,"OO","RUFY1"
"NOP2",0.882,0.551826992266012,0.764,0.551826992266012,0.878,0.143,"OO","NOP2"
"ENSMFAG00000042118",0.882,0.551486508733237,0.764,0.551486508733237,0.83,0.07,"OO","ENSMFAG00000042118"
"CIDEC",0.881,2.55390963803845,0.762,2.55390963803845,0.77,0.008,"OO","CIDEC"
"CDC25A",0.881,1.8632740718428,0.762,1.8632740718428,0.782,0.018,"OO","CDC25A"
"FTHL17",0.881,1.85013926489701,0.762,1.85013926489701,0.763,0.001,"OO","FTHL17"
"C11orf65",0.881,1.41822250160795,0.762,1.41822250160795,0.773,0.008,"OO","C11orf65"
"PRKAR2A",0.881,1.08084653724577,0.762,1.08084653724577,0.792,0.027,"OO","PRKAR2A"
"ENSMFAG00000003347",0.881,1.08069471668878,0.762,1.08069471668878,0.945,0.334,"OO","ENSMFAG00000003347"
"VTI1A",0.881,0.91846437585692,0.762,0.91846437585692,0.801,0.041,"OO","VTI1A"
"C9orf78",0.881,0.857556050658872,0.762,0.857556050658872,0.988,0.487,"OO","C9orf78"
"RAB10",0.881,0.845981502242227,0.762,0.845981502242227,0.971,0.44,"OO","RAB10"
"ENSMFAG00000001487",0.881,0.810334230536282,0.762,0.810334230536282,0.988,0.594,"OO","ENSMFAG00000001487"
"ASCC2",0.881,0.74521766491391,0.762,0.74521766491391,0.919,0.244,"OO","ASCC2"
"ATPAF1",0.881,0.561468172347745,0.762,0.561468172347745,0.835,0.067,"OO","ATPAF1"
"SEC22B",0.881,0.512881395729248,0.762,0.512881395729248,0.969,0.294,"OO","SEC22B"
"AP3B2",0.88,1.49105431055623,0.76,1.49105431055623,0.768,0.006,"OO","AP3B2"
"ACADS",0.88,1.35222200722769,0.76,1.35222200722769,0.789,0.023,"OO","ACADS"
"HSP90AA1",0.88,1.32006549087764,0.76,1.32006549087764,1,0.971,"OO","HSP90AA1"
"ZNF544",0.88,0.966169233927324,0.76,0.966169233927324,0.897,0.245,"OO","ZNF544"
"ESS2",0.88,0.953669685304027,0.76,0.953669685304027,0.833,0.093,"OO","ESS2"
"RRM2B",0.88,0.847032778704656,0.76,0.847032778704656,0.828,0.067,"OO","RRM2B"
"RHEBL1",0.88,0.840883307209321,0.76,0.840883307209321,0.816,0.073,"OO","RHEBL1"
"ENSMFAG00000031764",0.88,0.821421184598094,0.76,0.821421184598094,0.978,0.508,"OO","ENSMFAG00000031764"
"MIF4GD",0.88,0.736709860811585,0.76,0.736709860811585,0.842,0.075,"OO","MIF4GD"
"RAN",0.88,0.725520395205185,0.76,0.725520395205185,0.998,0.834,"OO","RAN"
"CCDC51",0.88,0.711982830049651,0.76,0.711982830049651,0.84,0.093,"OO","CCDC51"
"MAPKAP1",0.88,0.530463612638708,0.76,0.530463612638708,0.83,0.073,"OO","MAPKAP1"
"NDUFAB1",0.88,0.525077455854106,0.76,0.525077455854106,0.986,0.507,"OO","NDUFAB1"
"C9orf135",0.879,2.35503218364244,0.758,2.35503218364244,0.761,0.004,"OO","C9orf135"
"HHLA2",0.879,2.10808760021576,0.758,2.10808760021576,0.761,0.003,"OO","HHLA2"
"ENSMFAG00000036734",0.879,1.26780400354978,0.758,1.26780400354978,0.801,0.039,"OO","ENSMFAG00000036734"
"AMOT",0.879,1.13592476427987,0.758,1.13592476427987,0.818,0.061,"OO","AMOT"
"FAM221A",0.879,1.12124147882238,0.758,1.12124147882238,0.792,0.034,"OO","FAM221A"
"ABAT",0.879,0.877030184784539,0.758,0.877030184784539,0.806,0.052,"OO","ABAT"
"ZFYVE19",0.879,0.847736283455677,0.758,0.847736283455677,0.804,0.04,"OO","ZFYVE19"
"DDIAS",0.879,0.815793235904025,0.758,0.815793235904025,0.766,0.007,"OO","DDIAS"
"TRPC4AP",0.879,0.810074710591297,0.758,0.810074710591297,0.864,0.118,"OO","TRPC4AP"
"PRUNE2",0.879,0.768438090746126,0.758,0.768438090746126,0.797,0.031,"OO","PRUNE2"
"C1orf53",0.879,0.583877051265914,0.758,0.583877051265914,0.801,0.045,"OO","C1orf53"
"TRIML2",0.878,1.93983684437383,0.756,1.93983684437383,0.763,0.008,"OO","TRIML2"
"ENSMFAG00000043825",0.878,1.81246176140346,0.756,1.81246176140346,0.761,0.004,"OO","ENSMFAG00000043825"
"CFAP44",0.878,1.74220802601932,0.756,1.74220802601932,0.766,0.011,"OO","CFAP44"
"SLC19A2",0.878,1.15201212080104,0.756,1.15201212080104,0.847,0.11,"OO","SLC19A2"
"YDJC",0.878,0.864431425248396,0.756,0.864431425248396,0.84,0.089,"OO","YDJC"
"POLR2I",0.878,0.823402089632117,0.756,0.823402089632117,0.983,0.547,"OO","POLR2I"
"GALNT11",0.878,0.811488029509634,0.756,0.811488029509634,0.909,0.214,"OO","GALNT11"
"NEURL1",0.878,0.810599462326545,0.756,0.810599462326545,0.794,0.04,"OO","NEURL1"
"ENSMFAG00000033137",0.878,0.802290209972821,0.756,0.802290209972821,0.983,0.346,"OO","ENSMFAG00000033137"
"OGFOD1",0.878,0.750298828888799,0.756,0.750298828888799,0.866,0.123,"OO","OGFOD1"
"APOL6",0.878,0.728678945582269,0.756,0.728678945582269,0.971,0.567,"OO","APOL6"
"ENSMFAG00000039865",0.878,0.715991313130927,0.756,0.715991313130927,0.952,0.342,"OO","ENSMFAG00000039865"
"RRAGC",0.878,0.714864205035727,0.756,0.714864205035727,0.856,0.119,"OO","RRAGC"
"TRAP1",0.878,0.708204398782677,0.756,0.708204398782677,0.916,0.213,"OO","TRAP1"
"ATP11B",0.878,0.629716409127728,0.756,0.629716409127728,0.816,0.056,"OO","ATP11B"
"RTFDC1",0.878,0.578817827097039,0.756,0.578817827097039,0.964,0.362,"OO","RTFDC1"
"EFTUD2",0.878,0.54828545112407,0.756,0.54828545112407,0.871,0.124,"OO","EFTUD2"
"C1QL4",0.877,2.00161681508047,0.754,2.00161681508047,0.756,0.001,"OO","C1QL4"
"MFSD12",0.877,1.68700106575581,0.754,1.68700106575581,0.794,0.042,"OO","MFSD12"
"TRIM59",0.877,1.2557676849305,0.754,1.2557676849305,0.768,0.017,"OO","TRIM59"
"SKA3",0.877,1.1509828109123,0.754,1.1509828109123,0.766,0.015,"OO","SKA3"
"CHTF18",0.877,1.08212015890693,0.754,1.08212015890693,0.794,0.044,"OO","CHTF18"
"PANK1",0.877,0.7190241592282,0.754,0.7190241592282,0.801,0.038,"OO","PANK1"
"RPGRIP1L",0.877,0.569522858507542,0.754,0.569522858507542,0.825,0.073,"OO","RPGRIP1L"
"LRPPRC",0.877,0.569079710419192,0.754,0.569079710419192,0.926,0.259,"OO","LRPPRC"
"YBX2",0.876,1.96059272349043,0.752,1.96059272349043,0.754,0.002,"OO","YBX2"
"KL",0.876,1.92659751680489,0.752,1.92659751680489,0.758,0.006,"OO","KL"
"SLC30A8",0.876,1.57105273191746,0.752,1.57105273191746,0.758,0.009,"OO","SLC30A8"
"ADAMTS17",0.876,1.55936155765586,0.752,1.55936155765586,0.833,0.103,"OO","ADAMTS17"
"NDE1",0.876,1.4831758357591,0.752,1.4831758357591,0.763,0.008,"OO","NDE1"
"LYPD6B",0.876,1.26093222006502,0.752,1.26093222006502,0.768,0.014,"OO","LYPD6B"
"E2F7",0.876,1.1391862748639,0.752,1.1391862748639,0.778,0.023,"OO","E2F7"
"SYNJ1",0.876,1.0602474207868,0.752,1.0602474207868,0.799,0.046,"OO","SYNJ1"
"FBXO5",0.876,0.893261659888733,0.752,0.893261659888733,0.878,0.139,"OO","FBXO5"
"C15H9orf40",0.876,0.764139678560941,0.752,0.764139678560941,0.766,0.012,"OO","C15H9orf40"
"PIK3CB",0.876,0.755069083699605,0.752,0.755069083699605,0.816,0.059,"OO","PIK3CB"
"MRS2",0.876,0.72626090347521,0.752,0.72626090347521,0.813,0.058,"OO","MRS2"
"TTC39C",0.876,0.657620640972407,0.752,0.657620640972407,0.835,0.107,"OO","TTC39C"
"ZNF182",0.876,0.53221243854779,0.752,0.53221243854779,0.797,0.038,"OO","ZNF182"
"HBQ1",0.875,2.74235912884115,0.75,2.74235912884115,0.758,0.01,"OO","HBQ1"
"CCDC180",0.875,2.60497009861892,0.75,2.60497009861892,0.756,0.005,"OO","CCDC180"
"DMRT3",0.875,1.92288503351781,0.75,1.92288503351781,0.754,0.003,"OO","DMRT3"
"MORC1",0.875,1.76521523627257,0.75,1.76521523627257,0.754,0.003,"OO","MORC1"
"FAM234B",0.875,1.10965534674455,0.75,1.10965534674455,0.809,0.06,"OO","FAM234B"
"PPHLN1",0.875,0.801551092445488,0.75,0.801551092445488,0.943,0.385,"OO","PPHLN1"
"WDPCP",0.875,0.575036363720056,0.75,0.575036363720056,0.787,0.033,"OO","WDPCP"
"CREG1",0.875,0.509428758360516,0.75,0.509428758360516,0.967,0.351,"OO","CREG1"
"SLC35G2",0.874,1.74406082932546,0.748,1.74406082932546,0.754,0.005,"OO","SLC35G2"
"ADGRG7",0.874,1.53990099240989,0.748,1.53990099240989,0.751,0.003,"OO","ADGRG7"
"CCDC13",0.874,1.36568003341173,0.748,1.36568003341173,0.761,0.011,"OO","CCDC13"
"ACOT4",0.874,1.23609911301569,0.748,1.23609911301569,0.754,0.006,"OO","ACOT4"
"ZNF831",0.874,1.10583610180281,0.748,1.10583610180281,0.761,0.013,"OO","ZNF831"
"ANXA2",0.874,0.796114152454842,0.748,0.796114152454842,0.998,0.707,"OO","ANXA2"
"PIWIL2",0.874,0.728821196245107,0.748,0.728821196245107,0.799,0.059,"OO","PIWIL2"
"ENSMFAG00000035400",0.874,0.530894568443157,0.748,0.530894568443157,0.799,0.051,"OO","ENSMFAG00000035400"
"CTPS1",0.874,0.520367044294951,0.748,0.520367044294951,0.84,0.09,"OO","CTPS1"
"GINS4",0.874,0.51151759757728,0.748,0.51151759757728,0.77,0.019,"OO","GINS4"
"VIT",0.873,2.81213375543364,0.746,2.81213375543364,0.77,0.031,"OO","VIT"
"DLGAP2",0.873,1.67458512821391,0.746,1.67458512821391,0.749,0.002,"OO","DLGAP2"
"KLK8",0.873,1.50572037997152,0.746,1.50572037997152,0.756,0.011,"OO","KLK8"
"EEF2K",0.873,1.15327086834724,0.746,1.15327086834724,0.77,0.017,"OO","EEF2K"
"CAMSAP3",0.873,1.14266584074212,0.746,1.14266584074212,0.754,0.008,"OO","CAMSAP3"
"HSPA12A",0.873,1.09964544598405,0.746,1.09964544598405,0.794,0.047,"OO","HSPA12A"
"ENSMFAG00000035648",0.873,1.04121156523924,0.746,1.04121156523924,0.794,0.037,"OO","ENSMFAG00000035648"
"MKL1",0.873,0.986631175496012,0.746,0.986631175496012,0.809,0.062,"OO","MKL1"
"GALNT18",0.873,0.936649617713662,0.746,0.936649617713662,0.801,0.044,"OO","GALNT18"
"ADPGK",0.873,0.893306467515856,0.746,0.893306467515856,0.844,0.116,"OO","ADPGK"
"CDH20",0.873,0.860813012364612,0.746,0.860813012364612,0.758,0.012,"OO","CDH20"
"ACD",0.873,0.852726607819175,0.746,0.852726607819175,0.835,0.081,"OO","ACD"
"SSNA1",0.873,0.778348338841724,0.746,0.778348338841724,0.95,0.302,"OO","SSNA1"
"TTC4",0.873,0.749626990278124,0.746,0.749626990278124,0.818,0.073,"OO","TTC4"
"CCT8",0.873,0.675387142468924,0.746,0.675387142468924,0.99,0.5,"OO","CCT8"
"ENSMFAG00000045478",0.873,0.659670754305077,0.746,0.659670754305077,0.837,0.09,"OO","ENSMFAG00000045478"
"OXNAD1",0.873,0.657818990524333,0.746,0.657818990524333,0.83,0.08,"OO","OXNAD1"
"MCM5",0.873,0.623123587825837,0.746,0.623123587825837,0.892,0.211,"OO","MCM5"
"LSM10",0.873,0.545259852457538,0.746,0.545259852457538,0.904,0.141,"OO","LSM10"
"HIGD1C",0.872,2.12729491469221,0.744,2.12729491469221,0.746,0.001,"OO","HIGD1C"
"CACNA1D",0.872,1.33896484343073,0.744,1.33896484343073,0.756,0.008,"OO","CACNA1D"
"NMNAT3",0.872,1.16463514510025,0.744,1.16463514510025,0.792,0.049,"OO","NMNAT3"
"IL20RA",0.872,0.95205062048633,0.744,0.95205062048633,0.782,0.031,"OO","IL20RA"
"MYBL1",0.872,0.911761886814255,0.744,0.911761886814255,0.792,0.045,"OO","MYBL1"
"TLK2",0.872,0.783740407389747,0.744,0.783740407389747,0.849,0.108,"OO","TLK2"
"ENSMFAG00000041024",0.872,0.725188366182392,0.744,0.725188366182392,0.768,0.02,"OO","ENSMFAG00000041024"
"SMC3",0.872,0.52694793751117,0.744,0.52694793751117,0.99,0.441,"OO","SMC3"
"CCT5",0.872,0.510602681059037,0.744,0.510602681059037,0.993,0.492,"OO","CCT5"
"TRPC7",0.871,3.30427072047891,0.742,3.30427072047891,0.746,0.004,"OO","TRPC7"
"ZNF749",0.871,2.29031502787967,0.742,2.29031502787967,0.746,0.005,"OO","ZNF749"
"RAB25",0.871,1.9610499479969,0.742,1.9610499479969,0.751,0.008,"OO","RAB25"
"CPNE7",0.871,1.93333993626715,0.742,1.93333993626715,0.744,0.001,"OO","CPNE7"
"MFSD9",0.871,1.47866308963617,0.742,1.47866308963617,0.751,0.008,"OO","MFSD9"
"GINS3",0.871,1.34545094039873,0.742,1.34545094039873,0.77,0.03,"OO","GINS3"
"ERCC2",0.871,1.30570303612288,0.742,1.30570303612288,0.782,0.039,"OO","ERCC2"
"CTU2",0.871,1.21556233657103,0.742,1.21556233657103,0.794,0.05,"OO","CTU2"
"ZFAND3",0.871,1.16840650408326,0.742,1.16840650408326,0.763,0.019,"OO","ZFAND3"
"IRF6",0.871,1.094786032501,0.742,1.094786032501,0.751,0.008,"OO","IRF6"
"EBF3",0.871,0.999512528611464,0.742,0.999512528611464,0.761,0.015,"OO","EBF3"
"BCAS3",0.871,0.866196142600531,0.742,0.866196142600531,0.785,0.041,"OO","BCAS3"
"RAPGEFL1",0.871,0.710217986412711,0.742,0.710217986412711,1,0.931,"OO","RAPGEFL1"
"FBXL3",0.871,0.690881806471728,0.742,0.690881806471728,0.895,0.162,"OO","FBXL3"
"PRELID3B",0.871,0.626549544438885,0.742,0.626549544438885,0.804,0.061,"OO","PRELID3B"
"ENSMFAG00000003425",0.87,1.49186650482188,0.74,1.49186650482188,0.751,0.011,"OO","ENSMFAG00000003425"
"RUNX1",0.87,1.27334188152915,0.74,1.27334188152915,0.773,0.029,"OO","RUNX1"
"EFNA3",0.87,1.22000419134441,0.74,1.22000419134441,0.754,0.012,"OO","EFNA3"
"NFRKB",0.87,1.16679240752571,0.74,1.16679240752571,0.773,0.029,"OO","NFRKB"
"ENSMFAG00000035737",0.87,1.08046667292058,0.74,1.08046667292058,0.749,0.01,"OO","ENSMFAG00000035737"
"KLHL18",0.87,1.00132408964714,0.74,1.00132408964714,0.789,0.044,"OO","KLHL18"
"TC2N",0.87,0.813065316631107,0.74,0.813065316631107,0.775,0.03,"OO","TC2N"
"IRF8",0.87,0.759910763345212,0.74,0.759910763345212,0.864,0.167,"OO","IRF8"
"REEP4",0.87,0.640534903136152,0.74,0.640534903136152,0.809,0.091,"OO","REEP4"
"MYRIP",0.87,0.594147799800226,0.74,0.594147799800226,0.78,0.033,"OO","MYRIP"
"COASY",0.87,0.590677134416373,0.74,0.590677134416373,0.844,0.126,"OO","COASY"
"OSBPL6",0.87,0.509723061978647,0.74,0.509723061978647,0.799,0.053,"OO","OSBPL6"
"C11orf53",0.869,1.90841020091098,0.738,1.90841020091098,0.744,0.006,"OO","C11orf53"
"LIN28B",0.869,1.6823822901247,0.738,1.6823822901247,0.739,0.001,"OO","LIN28B"
"MVK",0.869,1.01366070533705,0.738,1.01366070533705,0.766,0.02,"OO","MVK"
"ENSMFAG00000012351",0.869,0.931791131192816,0.738,0.931791131192816,0.806,0.056,"OO","ENSMFAG00000012351"
"FAM193A",0.869,0.812250394443991,0.738,0.812250394443991,0.782,0.043,"OO","FAM193A"
"INPP5B",0.869,0.781103445779996,0.738,0.781103445779996,0.828,0.086,"OO","INPP5B"
"AP2A2",0.869,0.677869947284403,0.738,0.677869947284403,0.811,0.064,"OO","AP2A2"
"WASF1",0.869,0.640481552707002,0.738,0.640481552707002,0.914,0.247,"OO","WASF1"
"CLCN5",0.869,0.626794508605491,0.738,0.626794508605491,0.799,0.06,"OO","CLCN5"
"BCAS4",0.869,0.60910106264188,0.738,0.60910106264188,0.77,0.032,"OO","BCAS4"
"ENSMFAG00000042526",0.869,0.607420449337916,0.738,0.607420449337916,0.926,0.318,"OO","ENSMFAG00000042526"
"ICMT",0.869,0.56294304149834,0.738,0.56294304149834,0.787,0.044,"OO","ICMT"
"ENSMFAG00000044928",0.869,0.550106026752919,0.738,0.550106026752919,0.823,0.092,"OO","ENSMFAG00000044928"
"MAK",0.868,1.42272119177173,0.736,1.42272119177173,0.754,0.018,"OO","MAK"
"ENSMFAG00000044076",0.868,1.13205172335748,0.736,1.13205172335748,0.789,0.053,"OO","ENSMFAG00000044076"
"DNAJC16",0.868,0.988417768543309,0.736,0.988417768543309,0.782,0.057,"OO","DNAJC16"
"EXTL3",0.868,0.977041804832005,0.736,0.977041804832005,0.797,0.064,"OO","EXTL3"
"ENSMFAG00000036749",0.868,0.928505080635591,0.736,0.928505080635591,0.995,0.715,"OO","ENSMFAG00000036749"
"SLC15A3",0.868,0.691879715296792,0.736,0.691879715296792,0.787,0.049,"OO","SLC15A3"
"TMEM134",0.868,0.569064623917493,0.736,0.569064623917493,0.904,0.25,"OO","TMEM134"
"MPV17L2",0.868,0.506942560844665,0.736,0.506942560844665,0.861,0.175,"OO","MPV17L2"
"PARK2",0.867,1.47432506800362,0.734,1.47432506800362,0.744,0.008,"OO","PARK2"
"REPS2",0.867,1.4567139058845,0.734,1.4567139058845,0.742,0.008,"OO","REPS2"
"NAA40",0.867,1.31090521190851,0.734,1.31090521190851,0.768,0.035,"OO","NAA40"
"ARHGEF39",0.867,1.29075400662539,0.734,1.29075400662539,0.749,0.014,"OO","ARHGEF39"
"ENSMFAG00000041704",0.867,0.585066438077945,0.734,0.585066438077945,0.766,0.03,"OO","ENSMFAG00000041704"
"AP2B1",0.867,0.57219199633293,0.734,0.57219199633293,0.868,0.177,"OO","AP2B1"
"DYRK1A",0.867,0.538749950878121,0.734,0.538749950878121,0.856,0.13,"OO","DYRK1A"
"GPC5",0.867,0.531262706026369,0.734,0.531262706026369,0.763,0.026,"OO","GPC5"
"CHERP",0.867,0.510570347452736,0.734,0.510570347452736,0.864,0.145,"OO","CHERP"
"C10orf82",0.866,1.8909094939241,0.732,1.8909094939241,0.742,0.01,"OO","C10orf82"
